"Text","Sentiment","SentimentConfidence","Date","User","Location","User_timezone"
"@USAirways I've been on a music hold for over a hour trying to get my AAdvantage membership merged, can someone please call me ASAP?","negative",1,"2015-02-19 09:10:42 -0","bambiweavil","New York, NY | Brooklyn","Eastern Time (US & Canada)"
"@USAirways flight was full.  1 open middle seat.  Did not want to sit there.  What is your policy?","neutral",0.6808,"2015-02-19 09:05:20 -0","kim_blake","Tacoma Washington","Pacific Time (US & Canada)"
"@USAirways 657. My daughter Candice and I are together with her baby.","neutral",0.3469,"2015-02-19 09:02:13 -0","riascott39","","Eastern Time (US & Canada)"
"@USAirways sorry, I meant flight 4420, which was supposed to depart at 5:00, now says 6:30. What is the issue?","negative",0.6673,"2015-02-19 08:57:26 -0","RichieG99","new yorker stranded in PA",""
"@USAirways How about moving my seats to where I bought them 4 months ago? This happens far too often...","negative",1,"2015-02-19 08:56:47 -0","ScottPaterno","Central Pennsylvania","Atlantic Time (Canada)"
"@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.","negative",1,"2015-02-19 08:56:21 -0","theheathmcnasty","Jawjah","Eastern Time (US & Canada)"
"@USAirways #tbt every day.","positive",1,"2015-02-19 08:47:36 -0","JosephPMathews","San Francisco","Pacific Time (US & Canada)"
"@USAirways what's the issue with flight 4420 from jax being delayed tonight?","negative",0.6898,"2015-02-19 08:45:06 -0","RichieG99","new yorker stranded in PA",""
"@USAirways got rebooked. Sent to A9. Wrong gate! Traveled back to B13 for correct flight. #tired&amp;frustrated","negative",1,"2015-02-19 08:44:47 -0","riascott39","","Eastern Time (US & Canada)"
"@USAirways if you've got room on an earlier flight home, why charge me $75 to get on it? Be the hero!","neutral",0.3511,"2015-02-19 08:43:05 -0","emc3e17","","Eastern Time (US & Canada)"
"@USAirways @CakeNDeath Question is will he and his lady behave...","neutral",1,"2015-02-19 08:38:52 -0","idreamsilvia","Philadelphia","Eastern Time (US & Canada)"
"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single.","positive",1,"2015-02-19 08:38:21 -0","CakeNDeath","Old City Philly",""
"@USAirways any updates on flight 1917 from Philly to LA?  Been sitting at gate for close to 2 hours","negative",1,"2015-02-19 08:37:34 -0","akadish","ÜT: 39.041902,-77.099677",""
"@USAirways will these prices be honored? Ive waited this 1 1/2 hours on hold to make sure I can still get the prices I originally started","negative",1,"2015-02-19 08:37:10 -0","CaseyLemke","Denver",""
"@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.","positive",0.6742,"2015-02-19 08:30:23 -0","DillardJ32","Anoka MN","Central Time (US & Canada)"
"@USAirways what's happening with 1217 Phl to LAX? Now 3 hr delay. Poor communication!","negative",1,"2015-02-19 08:28:35 -0","CruiseEditor","U.S.","Eastern Time (US & Canada)"
"@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.","negative",1,"2015-02-19 08:17:14 -0","jodimgocubs","",""
"@USAirways left us. had to stay on other flight until they got bags off. This sucks. Had to run with a baby and bags!","negative",1,"2015-02-19 08:16:47 -0","riascott39","","Eastern Time (US & Canada)"
"@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.","negative",1,"2015-02-19 08:16:32 -0","KIDwonder444","",""
"@USAirways thank you","positive",1,"2015-02-19 08:16:29 -0","cahillwilliamr","",""
"@USAirways another bad experience today.  Frozen pipes on 597.  Missing connection.","negative",1,"2015-02-19 08:15:54 -0","jodimgocubs","",""
"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!","negative",1,"2015-02-19 08:12:15 -0","RodrigoATCG","Boston, MA","Eastern Time (US & Canada)"
"@USAirways skys r sunny air is cold I can't wait to get to #CLT","neutral",0.6853,"2015-02-19 08:10:26 -0","SheilaShela10"," USA","Eastern Time (US & Canada)"
"@USAirways never imagined it would be so hard to SPEND money through US Air. Stubbornly hoping someone will come back to the phone.","negative",1,"2015-02-19 08:03:14 -0","CaseyLemke","Denver",""
"@USAirways found great prices thru US Air for honeymoon. Website wont work and been on hold for more than a hour now after being told 10 min","negative",1,"2015-02-19 08:02:14 -0","CaseyLemke","Denver",""
"@USAirways we on on the flight from phf to clt. At the terminal but can't get off plane yet. Need to get on iah flight.","negative",1,"2015-02-19 08:00:32 -0","riascott39","","Eastern Time (US & Canada)"
"@USAirways can we hold two seats for 11:35 flight from PHX to Las 1856 as this delayed flight 556 is not going to arrive on-time","negative",0.6578,"2015-02-19 07:56:00 -0","cahillwilliamr","",""
"@USAirways @AmericanAir I'm a chairman who was in 1st class on both my flights today. System Cancelled Flightled my tickets and kicked me out of 1st.","negative",1,"2015-02-19 07:55:08 -0","Jeanne23","Arlington, VA",""
"@USAirways I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!","negative",1,"2015-02-19 07:53:08 -0","KMac0125","Boston",""
"@USAirways 1917. Thanks for the 5 hour layover in LA too👍 Icing on the cake. At least your staff was courteous and helpful.. Not #unreal","positive",0.6554,"2015-02-19 07:44:57 -0","KIDwonder444","",""
"@USAirways yeah , I have been expecting The same for 3 hours","negative",1,"2015-02-19 07:44:40 -0","VirginiaRmz"," Mexico, D.F.","Central Time (US & Canada)"
"i wish i was flying @USAirways ... @JetBlue Cancelled Flightled our flights tomorrow and never notified us #FlyUS #Ripoff","negative",1,"2015-02-19 07:38:42 -0","Old_bauer","","Eastern Time (US & Canada)"
"@USAirways 502 M-phx Im still on The plane waiting And waiting","negative",0.6508,"2015-02-19 07:30:11 -0","VirginiaRmz"," Mexico, D.F.","Central Time (US & Canada)"
"@USAirways I'm trying to merge my freq flyer accts but keep getting an error message and only a machine when calling the # provided. Help!","negative",0.6875,"2015-02-19 07:27:45 -0","JeffreyWhitmore","Washington D.C.",""
"@USAirways our hold up now is the captain that was Late Flight...his bag doesn't fit.","negative",0.6854,"2015-02-19 07:13:53 -0","dantedidWHAT","757","Central Time (US & Canada)"
"@USAirways that's it?!?!?","negative",1,"2015-02-19 06:56:20 -0","Heartliss","Here. There. Everywhere. ","Quito"
"@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀","positive",0.6931,"2015-02-19 06:55:18 -0","CakeNDeath","Old City Philly",""
"@USAirways they had to turn the seat cushions over and clean the area. Please explain this issue?","negative",1,"2015-02-19 06:50:48 -0","Heartliss","Here. There. Everywhere. ","Quito"
"@USAirways My booked seat ended up being the last row which was labeled ""do no occupy"" had to play musical chairs for 30 mins. Unacceptable","negative",1,"2015-02-19 06:49:42 -0","Heartliss","Here. There. Everywhere. ","Quito"
"@USAirways phone support rebooked but orig flt was Late Flight. Made it!","negative",0.6632,"2015-02-19 06:32:46 -0","HirasmusBidragi","Scruffyville",""
"@USAirways KUDOS to your phone support and Charlotte gate staff!","positive",1,"2015-02-19 06:32:07 -0","HirasmusBidragi","Scruffyville",""
"@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!","negative",0.6768,"2015-02-19 06:27:33 -0","chrisacoote","West London, UK",""
"@USAirways I do to as I have an afternoon Conference in Las Vegas and I would rather plan ahead than run thru the airport and then attempt","negative",0.6333,"2015-02-19 06:19:59 -0","cahillwilliamr","",""
"@USAirways @HirasmusBidragi will try.. Now stuck on tarmac waiting on gate. :( may miss 9:25 connection #883)","negative",1,"2015-02-19 06:05:44 -0","HirasmusBidragi","Scruffyville",""
"@USAirways I thought about moving a lot of business over too, but first impressions count.. Glad it was miles and not cash.","negative",1,"2015-02-19 06:02:26 -0","chrisacoote","West London, UK",""
"@USAirways any chance of making #561?","neutral",1,"2015-02-19 05:59:56 -0","cahillwilliamr","",""
"@USAirways on flight # 556 delayed#connection help for flight # 561 # help via email","negative",1,"2015-02-19 05:53:40 -0","cahillwilliamr","",""
"@usairways hey just letting you know you're the worst fucking service I've ever used thanks for nothing","negative",1,"2015-02-19 05:45:13 -0","princessjenine","wonderland","Atlantic Time (Canada)"
"@USAirways Flight US 723 from @DublinAirport to @PHLAirport passing over @LoveLoughNeagh at 20,000 ft this morning. http://t.co/FRd0cAy6DA","neutral",1,"2015-02-19 05:31:45 -0","AntrimLens","Loch nEathach Co Aontroim","Dublin"
"@USAirways OK she is worried that something is wrong with the flight - #1870 - and should she consider flying earlier","neutral",1,"2015-02-19 05:16:06 -0","NovaCat91","40.0587, -75.3659","Eastern Time (US & Canada)"
"@USAirways [Part 2 of 2] she tried calling cust serv and the system hung up and her. Twice. Are you having system issues? Please advise.","negative",1,"2015-02-19 05:10:13 -0","NovaCat91","40.0587, -75.3659","Eastern Time (US & Canada)"
"@USAirways my wife is trying to check in for a flight tonight out of RSW...website not allowing, saying must go to airport... [Part 1 of 2]","negative",1,"2015-02-19 05:09:19 -0","NovaCat91","40.0587, -75.3659","Eastern Time (US & Canada)"
"@USAirways lol thanks to you we had to switch to American http://t.co/Sl6BDRXfN8","negative",1,"2015-02-19 04:59:27 -0","illegalholland","","Eastern Time (US & Canada)"
"@USAirways 'preciate it but cant get off plane to speak w agent / wont come on plane 5015 knoxville...?","negative",1,"2015-02-19 04:37:15 -0","HirasmusBidragi","Scruffyville",""
"@USAirways good ideas...she is traveling today...at airport.  Need to petition faa regarding silly 24 name change rule.","neutral",0.6714,"2015-02-19 04:36:23 -0","TomFutureforall","",""
"@USAirways res went under her maiden name...married 50...no docs with maiden name.  Hence, problem.","neutral",0.7083,"2015-02-19 04:34:02 -0","TomFutureforall","",""
"@USAirways just called reservations.  Cannot change just able to put note on res.  Problem is tsa...","negative",1,"2015-02-19 04:32:06 -0","TomFutureforall","",""
"@USAirways I'm delayed in TYS #5015, likely gonna miss my connection in CLT to CUN. Gotta get there today. Can you help me?","negative",0.6527,"2015-02-19 04:30:22 -0","HirasmusBidragi","Scruffyville",""
"@USAirways plz plz plz hold 4438 to EYW. The 810 PHL &gt;CLT is sooo Late Flight. Gonna miss the connection for @jabevan221 's 40th #GTH239","negative",1,"2015-02-19 04:26:19 -0","CakeNDeath","Old City Philly",""
"@USAirways btw, not upset at usaiways, promise.","neutral",0.3421,"2015-02-19 04:26:01 -0","TomFutureforall","",""
"@USAirways i hate you","negative",1,"2015-02-19 04:18:35 -0","illegalholland","","Eastern Time (US & Canada)"
"@USAirways it is the same passenger, just her maiden name ended up as last name through online Flight Booking Problems.  Yes, understand non transferable","negative",0.6365,"2015-02-19 04:18:34 -0","TomFutureforall","",""
"@USAirways understood and so does us airways.  Getting through tsa is the problem","negative",1,"2015-02-19 04:16:01 -0","TomFutureforall","",""
"@USAirways I paid for my seat.  I expect to be able to use my full seat","negative",0.6778,"2015-02-19 04:13:11 -0","kim_blake","Tacoma Washington","Pacific Time (US & Canada)"
"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy","negative",0.6631,"2015-02-19 04:10:50 -0","kim_blake","Tacoma Washington","Pacific Time (US & Canada)"
"@USAirways so I was just told I was coded as an upgrade... I clearly purchased this seat with my miles and refuse to downgrade. #ripoff","negative",1,"2015-02-19 03:54:28 -0","BurntTurkey69","Florida ",""
"@USAirways the gate agent said ""it's booked in full. Sorry"" I had a ticket with a 1st class seat. I will call customer service when I land.","negative",1,"2015-02-19 03:39:56 -0","scm1133","","London"
"@USAirways Empty 1st class, Chairman can't move up due 2 silly award travel rule trumping common sense - customer service fail again!","negative",1,"2015-02-19 03:37:30 -0","ProActivePT","New York/N. Carolina","Eastern Time (US & Canada)"
"@USAirways can they change to correct last name? Did via reservations already but said can't change ticket name..","neutral",0.6667,"2015-02-19 03:36:46 -0","TomFutureforall","",""
"@USAirways you're the only airline that's not open sooner. It's not a confidence booster.","negative",1,"2015-02-19 03:33:22 -0","emmahhjo","","Central Time (US & Canada)"
"@USAirways checked in last night @ airport by supervisor w boarding pass for 1A - boarding today seat changed to 7F. How does that happen?","negative",1,"2015-02-19 02:58:49 -0","scm1133","","London"
"@USAirways new problem...had wrong last name on reservation which is airways fixed. New can't get through TSA","negative",1,"2015-02-19 02:47:59 -0","TomFutureforall","",""
"@USAirways cardholder is flying.  We both have us airways and advantage cards which is more frustrating.","negative",0.6612,"2015-02-19 02:43:58 -0","TomFutureforall","",""
"@USAirways I received a brochure in the mail touting all the benefits of the advantage card with usa now merged...baggage included","neutral",0.6923,"2015-02-19 02:30:07 -0","TomFutureforall","",""
"@USAirways if I paid for ticket with advantage world executive card, do I pay baggage fees when flying us airways? Wife traveling now","neutral",1,"2015-02-19 02:22:02 -0","TomFutureforall","",""
"@USAirways this has been the worst trip with little to no customer service","negative",1,"2015-02-19 01:28:35 -0","LE2BIGDAVE","where ever i lay my hat","London"
"@USAirways testing my patience this evening (or shall I say morning?). We waited an hour at the gate for you to find a gate agent.  130am","negative",1,"2015-02-18 22:39:20 -0","ncuccia","","Quito"
"@USAirways flying from Manchester international to Philadelphia and getting emails about delays, no information about connecting flights..","negative",1,"2015-02-18 22:02:36 -0","faye_nds","Merano, Italy ","London"
"@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long, incredibly frustrating day","negative",0.6699,"2015-02-18 21:42:46 -0","KBStrauss","New York City","Eastern Time (US & Canada)"
"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself","negative",1,"2015-02-18 21:34:35 -0","Gregg_Silver","","Quito"
"@USAirways I waited on hold for too long. I shouldn't have to wait on hold forever when I never received a confirm. in the 1st place #help","negative",1,"2015-02-18 21:12:09 -0","Gregg_Silver","","Quito"
"@USAirways Been dealing w/ @americanair to solve the probs your team created. Your Manch, NH staff is clearly your C-team, btw. #NotEvenJV","negative",1,"2015-02-18 21:04:40 -0","ContentFac","Pittsburgh, PA","Eastern Time (US & Canada)"
"@USAirways Will do :)","positive",0.6802,"2015-02-18 20:58:09 -0","CaraModisett","Memphis, Tennessee","Central Time (US & Canada)"
"@USAirways Unfortunately I doubt that the consistently subpar service will improve with the @AmericanAir merger. #USAirways","negative",1,"2015-02-18 20:53:30 -0","jennieeng","I'm a 917 girl.","Eastern Time (US & Canada)"
"@USAirways thank you. We filled out a claim and hope to have the bags tomorrow.","positive",0.6472,"2015-02-18 20:26:33 -0","RuelBass","ÜT: 41.233943,-74.3966664","Eastern Time (US & Canada)"
"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags","negative",1,"2015-02-18 20:25:12 -0","scheds14","Phoenix, AZ",""
"@USAirways - done :)","positive",1,"2015-02-18 20:03:45 -0","schenkeytown","","Arizona"
"@USAirways : i was told my ticket expired but  i never recvd any notice  before it expired .This sucks.i paid 40k miles &amp; $125 for the tckt","negative",1,"2015-02-18 20:00:12 -0","bhardwaj_j","",""
"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!","positive",1,"2015-02-18 19:58:39 -0","dianalovesdave","Born in NY, living in PA ","Eastern Time (US & Canada)"
"@USAirways just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?","neutral",1,"2015-02-18 19:57:41 -0","Gregg_Silver","","Quito"
"@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail","negative",1,"2015-02-18 19:57:37 -0","tannapistolis","","Eastern Time (US & Canada)"
"@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.","neutral",0.6421,"2015-02-18 19:54:54 -0","tmiw","San Diego, CA","Pacific Time (US & Canada)"
"@USAirways got through on the phone. usair Cancelled Flightled her return flights because she missed a flight on her way out. they took care of it","neutral",0.3655,"2015-02-18 19:50:30 -0","f0ll0wer99","","Central Time (US & Canada)"
"@USAirways I have run out of patience.. We are sitting in a bus without air in front of plane and there is no communication from anyone40min","negative",1,"2015-02-18 19:49:04 -0","KBStrauss","New York City","Eastern Time (US & Canada)"
"@USAirways 3 delays 2 Cancelled Flightlations a double layover and 72 hours Late Flightr....could I at least get extra dividend miles?","negative",1,"2015-02-18 19:48:51 -0","cnichols9","Georgia",""
"“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent","neutral",1,"2015-02-18 19:47:31 -0","AnnetteNaif","New York & Worldwide","Eastern Time (US & Canada)"
"@USAirways I didn't take my original flight. I was suppose to arrive last night than by 2:00pm today. Didn't get in til 5","negative",1,"2015-02-18 19:34:14 -0","scheds14","Phoenix, AZ",""
"@USAirways sitting for 30 minutes on the runway at dca, because your gates are full? Early landing, Late Flight flight.","negative",1,"2015-02-18 19:30:45 -0","Hannah01486019","Washington, DC","Eastern Time (US & Canada)"
"@USAirways #flight4592 LET US OFF THIS PLANE!!!  please go to a gate.  This is absurd.","negative",1,"2015-02-18 19:26:46 -0","terryheubert","The District of Columbia","Eastern Time (US & Canada)"
"@USAirways will I get the full amount credited to my account for US Airways credit?","neutral",0.6543,"2015-02-18 19:18:11 -0","bobbyisaacson","San Francisco, CA","Pacific Time (US & Canada)"
"@USAirways @AmericanAir 2 trips in a row with missing luggage. Just like last time. I pay for baggage to be transported.","negative",1,"2015-02-18 19:17:59 -0","DillardJ32","Anoka MN","Central Time (US & Canada)"
"@USAirways lost our luggage. #yay","negative",1,"2015-02-18 19:15:31 -0","RuelBass","ÜT: 41.233943,-74.3966664","Eastern Time (US & Canada)"
"@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?","neutral",1,"2015-02-18 19:13:29 -0","RebeccaHaber","NY/SoCal ","Pacific Time (US & Canada)"
"@USAirways really frustrating to be endlessly waiting at PHL for a ground crew to taxi us in at 10pm at night. Why is this taking so long?!","negative",1,"2015-02-18 19:12:34 -0","vallie_grl","","Atlantic Time (Canada)"
"@USAirways Thanks for calling me about my 10:00p redirected flight at 10:07p. #SmoothOperation","negative",0.6447,"2015-02-18 19:08:51 -0","AYoungWVU","Scott Depot, WV",""
"@USAirways : its just a very bad customer service experience// can you help","negative",1,"2015-02-18 19:07:53 -0","bhardwaj_j","",""
"@USAirways : i have been trying to reach dividend miles  to extend my ticket for last 3 days , 20 + calls and i get a message to call back","negative",1,"2015-02-18 19:07:22 -0","bhardwaj_j","",""
"@USAirways really!??","neutral",1,"2015-02-18 19:03:43 -0","KBStrauss","New York City","Eastern Time (US & Canada)"
"@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her","negative",1,"2015-02-18 19:03:20 -0","KBStrauss","New York City","Eastern Time (US & Canada)"
"@USAirways My flight finally arrived in Charlotte.  They booked my luggage thru to lga but no room on flight for me.  What a mess","negative",1,"2015-02-18 19:02:04 -0","mma718","Queens, New York",""
"@USAirways been on hold for over an hour, still don't know where my bags are, won't refund me my flight?!?! It wasn't weather!!","negative",1,"2015-02-18 18:58:02 -0","scheds14","Phoenix, AZ",""
"@USAirways no your not!","negative",1,"2015-02-18 18:55:10 -0","od2be2003","Dallas, TX","Eastern Time (US & Canada)"
"@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled","negative",1,"2015-02-18 18:53:42 -0","f0ll0wer99","","Central Time (US & Canada)"
"@USAirways thank you for fixing my 5 hour delay.","positive",1,"2015-02-18 18:45:42 -0","dream_weaver96","Murfreesboro- Memphis  ","Central Time (US & Canada)"
"@USAirways yup 1:34 minutes was my limit of waiting on hold so thanks for nothing","negative",1,"2015-02-18 18:40:15 -0","iamlisa222","Wisconsin","Central Time (US & Canada)"
"@USAirways this is more than having patience. This is not acceptable. http://t.co/N7pSuEJDC8","negative",1,"2015-02-18 18:32:56 -0","iamlisa222","Wisconsin","Central Time (US & Canada)"
"@USAirways please follow me so I can DM you about something","neutral",1,"2015-02-18 18:29:28 -0","cakurth","","Quito"
"@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :)","positive",1,"2015-02-18 18:25:54 -0","MarisaCavanaugh","NYC","Eastern Time (US & Canada)"
"@USAirways landed safely everything worked out.","positive",1,"2015-02-18 18:22:36 -0","CAVHkraMriA","","Eastern Time (US & Canada)"
"@USAirways can you explain why I am on hold over an hour .Other than I'm dumb and should be using a different airline #wth","negative",1,"2015-02-18 18:17:12 -0","iamlisa222","Wisconsin","Central Time (US & Canada)"
"@USAirways you used to have an evening flight DCA-DSM and an early AM return. Now it's middle of the work day for both. Inconvenient.","negative",1,"2015-02-18 18:13:39 -0","ClareGannon","","Eastern Time (US & Canada)"
"@USAirways delays to the max","negative",1,"2015-02-18 18:06:09 -0","dream_weaver96","Murfreesboro- Memphis  ","Central Time (US & Canada)"
"@USAirways on Sunday! Can't wait! See you then","positive",0.6891,"2015-02-18 18:03:47 -0","dMORE14","chu","Quito"
"@USAirways well this is #nofun #nocustomerservice #onhold trying to make #reservations #nothappy http://t.co/m7MMq2f5FA","negative",1,"2015-02-18 18:02:39 -0","iamlisa222","Wisconsin","Central Time (US & Canada)"
"@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far","negative",1,"2015-02-18 18:01:05 -0","MendezJenn","",""
"@USAirways attempting ckin for flight on 2/19 all day, site unable to retrieve details.  Called twice and disconnected.","negative",1,"2015-02-18 18:00:33 -0","tlbelote","","Quito"
"@USAirways Emailed them a week ago and still nothing...","negative",1,"2015-02-18 17:54:03 -0","drb1125","",""
"@USAirways I would be willing to pay anything to change a flight! @AllegiantTravel does not! help!","negative",0.7012,"2015-02-18 17:46:51 -0","sara_regis19","Puerto Rico ",""
"@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE","negative",1,"2015-02-18 17:45:16 -0","BokaLaBoca","","Pacific Time (US & Canada)"
"@USAirways still waiting! Captain reports he's called 6 times to get ground crew....and still sitting on runway. #evenLate Flightr","negative",1,"2015-02-18 17:42:01 -0","MendezJenn","",""
"@USAirways is the real MVP for holding up the flight connecting Philly to Tampa.","negative",0.6859,"2015-02-18 17:40:41 -0","TravisAJB","","Quito"
"@USAirways finally rectified my flight situation! Thanks again","positive",1,"2015-02-18 17:39:45 -0","LayneHillesland","",""
"@USAirways so what is the  difference between Cancelled Flighting and reFlight Booking Problems - will that help me avoid a change fee?","neutral",1,"2015-02-18 17:34:38 -0","bobbyisaacson","San Francisco, CA","Pacific Time (US & Canada)"
"@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything","positive",1,"2015-02-18 17:33:19 -0","bryanjholmes","dublin, ohio","Quito"
"@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done","negative",1,"2015-02-18 17:28:48 -0","dmorgancu","Clemson, SC","Central Time (US & Canada)"
"@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.","negative",1,"2015-02-18 17:26:27 -0","tannapistolis","","Eastern Time (US & Canada)"
"@USAirways why no ground crew at DCA when we're already Late Flight arriving #evenLate Flightr","negative",1,"2015-02-18 17:25:56 -0","MendezJenn","",""
"@USAirways being told 'tough break and this is how it is' is unacceptable. You can't even tell me when my bags will be here","negative",1,"2015-02-18 17:21:53 -0","scheds14","Phoenix, AZ",""
"@USAirways ice cream up front! Solid","positive",1,"2015-02-18 17:19:55 -0","billgunger","","EST"
"@USAirways shout out to the pilots and FC attendant(Eliz) of US 673. Super strong crosswinds during landing. Eliz did a super job throughout","positive",1,"2015-02-18 17:17:06 -0","statepkt","","Eastern Time (US & Canada)"
"@USAirways now telling me I don't have the correct tag for my luggage!!! My luggage apparently is not in LA or Charlotte. This is not ok!!","negative",1,"2015-02-18 17:12:49 -0","tannapistolis","","Eastern Time (US & Canada)"
"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers.","negative",1,"2015-02-18 17:12:04 -0","ximplosionx","Redmond, WA","Eastern Time (US & Canada)"
"@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.","negative",1,"2015-02-18 17:11:12 -0","ximplosionx","Redmond, WA","Eastern Time (US & Canada)"
"@USAirways is there nothing that can be done online to help? i bought these as a birthday present, just trying to be able to afford a change","neutral",0.6679,"2015-02-18 17:10:06 -0","bobbyisaacson","San Francisco, CA","Pacific Time (US & Canada)"
"@USAirways @AmericanAir hey guys, due to some horrible customer service issues is there any way I can get a checked bag credit?","negative",1,"2015-02-18 17:07:40 -0","SneakerPimp215","Sistine Chapel ","Eastern Time (US & Canada)"
"@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone","negative",1,"2015-02-18 17:02:53 -0","RyanMWatts","Washington DC","Central Time (US & Canada)"
"@USAirways Not a great experience for my first time flying US Airways. Going forward I'll probably be taking my business elsewhere.","negative",1,"2015-02-18 17:01:51 -0","ximplosionx","Redmond, WA","Eastern Time (US & Canada)"
"@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.","negative",1,"2015-02-18 17:01:34 -0","LinseyGarwood","",""
"@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?","negative",0.6588,"2015-02-18 16:52:37 -0","unicatfan","ÜT: 41.5333,-93.62944","Central Time (US & Canada)"
"@USAirways so far I've gotten six different answers","negative",1,"2015-02-18 16:51:36 -0","DAngel082","New York",""
"@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.","negative",1,"2015-02-18 16:50:39 -0","ximplosionx","Redmond, WA","Eastern Time (US & Canada)"
"@USAirways I got an email asking me to checkin TMRW for a flight I meant to book for 3/19 - can someone please help! @WallStSlumLord @PKG49","neutral",0.6599,"2015-02-18 16:50:16 -0","bobbyisaacson","San Francisco, CA","Pacific Time (US & Canada)"
"@USAirways what's going on? I've been hearing a not-friendly 'Please wait' on repeat while I'm on hold, being transferred to idk where...","negative",1,"2015-02-18 16:49:32 -0","StefThinks","Here","Eastern Time (US & Canada)"
"@USAirways The captain turned off the seat belt sign so people can get up and walk around.  That's not good.","negative",1,"2015-02-18 16:48:37 -0","mma718","Queens, New York",""
"@USAirways I'm sorry as well. It's been 24 hrs without my bag and I can't get a straight answers. I'm on call #6 for today.","negative",1,"2015-02-18 16:40:35 -0","DAngel082","New York",""
"@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.","negative",1,"2015-02-18 16:40:17 -0","ximplosionx","Redmond, WA","Eastern Time (US & Canada)"
"@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.","negative",1,"2015-02-18 16:38:45 -0","mma718","Queens, New York",""
"@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.","negative",1,"2015-02-18 16:15:48 -0","od2be2003","Dallas, TX","Eastern Time (US & Canada)"
"@USAirways you run a piece of shit airline!!  Thanks for ruining AA","negative",1,"2015-02-18 16:08:14 -0","od2be2003","Dallas, TX","Eastern Time (US & Canada)"
"“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?","negative",0.6669,"2015-02-18 16:06:48 -0","AnnetteNaif","New York & Worldwide","Eastern Time (US & Canada)"
"@USAirways Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier","negative",0.6717,"2015-02-18 16:05:34 -0","mma718","Queens, New York",""
"@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?","negative",1,"2015-02-18 15:51:37 -0","thefisch26","Washington, DC","Central Time (US & Canada)"
