"Text","Sentiment","SentimentConfidence","Date","Candidate","User","Location","User_timezone"
"We looooooove violence and the military and intimidating people #GOPDebates","negative",0.6509,"2015-08-06 19:46:47 -0700","No candidate mentioned","ElyssaJechow","New York, NY","Central Time (US & Canada)"
"RT @Tim_Landers78: Do we really need to make the largest military power in the world bigger? #GOPDebates #warmongers","negative",1,"2015-08-06 19:46:46 -0700","No candidate mentioned","SarahLanderrs","",""
"These people specialize in superlatives and hyperbole. Makes for good TV, but bad politics. #GOPDebates","negative",1,"2015-08-06 19:46:43 -0700","No candidate mentioned","keriannlee","Exiled","Quito"
"Man, these guys really LOVE vomiting out numbers. #GOPDebates","negative",1,"2015-08-06 19:46:43 -0700","No candidate mentioned","jacobysuh","","Pacific Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:46:38 -0700","Mike Huckabee","alizalcohen","",""
"I forgot Ted Cruz was there #GOPDebates","neutral",0.3263,"2015-08-06 19:46:34 -0700","Ted Cruz","supermishelle","San Diego, CA","Pacific Time (US & Canada)"
"RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates","negative",0.6374,"2015-08-06 19:46:34 -0700","Donald Trump","dudeinchicago","",""
"What kinda dream land is Chris Christine in #GOPDebates","negative",0.6742,"2015-08-06 19:46:34 -0700","Chris Christie","fourty8hrs"," New York","Eastern Time (US & Canada)"
"We already have the two largest armies in the world, Chris. That's not how this works #GOPDebates","negative",1,"2015-08-06 19:46:32 -0700","Chris Christie","SweetTayPie0104","","Atlantic Time (Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:46:29 -0700","No candidate mentioned","TheLivingEnd","Littleton, CO USA","Mountain Time (US & Canada)"
"WHOEVER IS THE MOST RACIST AND MISOGYNISTIC FOR TWO HOURS WINS! #GOPDebates","negative",1,"2015-08-06 19:46:28 -0700","No candidate mentioned","JuliaRheaTimme","","Central Time (US & Canada)"
"Zero veterans among these ""how fast can I go to war"" candidates. Easy putting other people's kids in harm's way #gopdebates","negative",0.6667,"2015-08-06 19:46:28 -0700","No candidate mentioned","wannascribble","Bellevue, WA","Pacific Time (US & Canada)"
"Oh @RealBenCarson you are brilliant &amp; I love you but please drink a few Red Bulls before the next debate. #GOPdebates 🇺🇸","positive",1,"2015-08-06 19:46:28 -0700","Ben Carson","tonibirdsong","Franklin, Tennessee","Central Time (US & Canada)"
"RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…","negative",0.6867,"2015-08-06 19:46:27 -0700","Donald Trump","_Mereee_","Raleigh, NC","Eastern Time (US & Canada)"
"The Military industrial complex is alive and well. #GOPDebates","neutral",0.6347,"2015-08-06 19:46:25 -0700","No candidate mentioned","JohnnyVBoykins","Tampa Bay, Florida","Eastern Time (US & Canada)"
"@AminESPN Ben Carson is proof that even if you're a neurosurgeon who looks like Marvin Gaye..you get 0 face time in the #GOPDebates","negative",0.686,"2015-08-06 19:46:24 -0700","Ben Carson","DriveHustle","","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",0.6889,"2015-08-06 19:46:24 -0700","No candidate mentioned","captainanglin","Bunker, USA","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",1,"2015-08-06 19:46:21 -0700","No candidate mentioned","PeggyPatriot","OH-IO","America/New_York"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6374,"2015-08-06 19:46:21 -0700","Mike Huckabee","ikariusrising","Brooklyn (Kings County), NY","Eastern Time (US & Canada)"
"Do we really need to make the largest military power in the world bigger? #GOPDebates #warmongers","negative",0.6304,"2015-08-06 19:46:19 -0700","No candidate mentioned","Tim_Landers78","Mesa,AZ","Pacific Time (US & Canada)"
"Yes he did @BernardGoldberg #GOPDebates. Not even a nice try lib!","negative",1,"2015-08-06 19:46:15 -0700","Donald Trump","debraraes","New Mexico","Central Time (US & Canada)"
"We looooooove Israel so much. #hypocrite #GOPDebates","negative",0.3263,"2015-08-06 19:46:15 -0700","No candidate mentioned","ElyssaJechow","New York, NY","Central Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:46:15 -0700","No candidate mentioned","trevinotakes10","","America/Chicago"
"Asking about abortion - where are the women? Asking about the military - where are the veterans? #GOPDebates","negative",1,"2015-08-06 19:46:15 -0700","No candidate mentioned","Kinspears","Washington D.C. ","Eastern Time (US & Canada)"
"RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…","negative",0.6444,"2015-08-06 19:46:09 -0700","Donald Trump","tonyzump","upstate ny",""
"RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…","neutral",0.3441,"2015-08-06 19:46:08 -0700","Donald Trump","HonestyHo","USA","Eastern Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6495,"2015-08-06 19:46:03 -0700","Mike Huckabee","skitzMcgurk","Los Angeles","Pacific Time (US & Canada)"
"RT @fan48: @YoungPros4Rubio @RickCanton  RUBIO awesome response on pro life #GOPDebates #Rubio2016","positive",1,"2015-08-06 19:46:02 -0700","Marco Rubio","YoungPros4Rubio","US of A",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.3454,"2015-08-06 19:46:00 -0700","Mike Huckabee","bjonesdesigner","Knoxville, TN","Eastern Time (US & Canada)"
"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A","positive",1,"2015-08-06 19:45:59 -0700","Ted Cruz","lenlucas46","",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6705,"2015-08-06 19:45:55 -0700","Mike Huckabee","queerquxxn","vanessa is my sunshine","Eastern Time (US & Canada)"
"Yeah they are ignoring him. #Carson #GOPDebates  https://t.co/DSU6T7E1wN","negative",0.6587,"2015-08-06 19:45:54 -0700","Ben Carson","msgoddessrises","Viva Las Vegas NV.","Pacific Time (US & Canada)"
"#Huckabee attacks #trans #medical care at #GOPDebates.","negative",0.6596,"2015-08-06 19:45:53 -0700","Mike Huckabee","RememberZion","Carson City, Nevada",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","neutral",0.6703,"2015-08-06 19:45:51 -0700","Mike Huckabee","Janiebt","Nola","Central Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:45:47 -0700","No candidate mentioned","cablenewsguy","Falconer, NY",""
"Anyone think we'll get questions on #climatechange?  #gopdebates","negative",0.6395,"2015-08-06 19:45:45 -0700","No candidate mentioned","EnzoWestie","Austin, Texas","Central Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:45:44 -0700","Mike Huckabee","annalouiesuss","",""
"RT @_RyanTurek: #GOPDebates brought to you by… STRAIGHT OUTTA COMPTON.","neutral",0.686,"2015-08-06 19:45:41 -0700","No candidate mentioned","TattercoatLewis","Macomb, Monmouth and The Quads","Central Time (US & Canada)"
"Don't tell Mile Huckabee about military integration or Ted Cruz about Iran Contra or any of these guys about history in general #GOPDebates","negative",1,"2015-08-06 19:45:40 -0700","Mike Huckabee","willywaxman","",""
"RT @aharperrose: Shout out out to @BretBaier's tanning salon, the real winner of this debate.  #GOPDebates","neutral",0.6643,"2015-08-06 19:45:38 -0700","No candidate mentioned","BWiz55","","Central Time (US & Canada)"
"@onesedonia: Huckabee wtf...
#GOPDebates 
Lol
Thanks @BeesKnees_pdx","negative",1,"2015-08-06 19:45:35 -0700","Mike Huckabee","onesedonia","Pacific Northwest","Pacific Time (US & Canada)"
"RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:45:31 -0700","No candidate mentioned","qnoftherealm","Missouri","Central Time (US & Canada)"
"Where did Rand Paul even come from?  What a yahoo. #GOPDebates","negative",1,"2015-08-06 19:45:30 -0700","Rand Paul","kalie_jay","Land of 10,000 Lakes","Central Time (US & Canada)"
"Republican talking points: Iran, Immigration, military. Hate and War. Same old shit. #GOPDebates #RepublicanDebate","negative",0.6667,"2015-08-06 19:45:29 -0700","No candidate mentioned","charlesawest","Hartford, CT","Eastern Time (US & Canada)"
"@loudobbsnews #dobbs #GOPdebates I LIKE @GovMikeHuckabee","positive",1,"2015-08-06 19:45:27 -0700","Mike Huckabee","CathyCulp","Brentwood, TN","Central Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:45:27 -0700","No candidate mentioned","CritchlowPaul","Pennsylvania ",""
"RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…","negative",0.6634,"2015-08-06 19:45:25 -0700","Donald Trump","tribaldawg","","Central Time (US & Canada)"
"This group #gopdebates are idiots. Don't think Dems have to worry about losing the White House.","negative",1,"2015-08-06 19:45:22 -0700","No candidate mentioned","CMarPA","PA","Eastern Time (US & Canada)"
"@EODChick @GovMikeHuckabee I thought I had seen it all. #GOPDebates","negative",1,"2015-08-06 19:45:22 -0700","Mike Huckabee","jsn2007","USA","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:45:22 -0700","Jeb Bush","Preparedforsurv","",""
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",0.6667,"2015-08-06 19:45:22 -0700","Jeb Bush","lamblock","TrollsAreBeatenIntoSubmission","Eastern Time (US & Canada)"
"Truly the greatest show on earth. #GOPClownCar #GOPDebates","negative",0.6848,"2015-08-06 19:45:21 -0700","No candidate mentioned","UsesBadWords","Indiana","Central Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:45:20 -0700","Mike Huckabee","MasegoMokgoko","",""
"RT @mandy_velez: So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GO…","negative",1,"2015-08-06 19:45:19 -0700","Mike Huckabee","akandez","New York, N.Y.","Eastern Time (US & Canada)"
"RT @rossramsey: Twitter is the transcript of all of us talking to our TV sets… #gopdebates https://t.co/px9hHatLd8","neutral",0.6703,"2015-08-06 19:45:18 -0700","No candidate mentioned","FCDrunk","NY 2 TX 2 VA 2 TX - Plano, TX","Central Time (US & Canada)"
"Mush? Bayonets? What is this, Walker? A Revolutionary War site or #GOPDebates","neutral",0.3387,"2015-08-06 19:45:15 -0700","No candidate mentioned","TheBeatlesRule4","",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6541,"2015-08-06 19:45:14 -0700","Mike Huckabee","mmgallo1","Miami ",""
"In 15 mins, we'll go from 8 blowhards who talked a lot, but didn't say much, to 1 guy whose work spoke volumes. @TheDailyShow #GOPDebates","negative",1,"2015-08-06 19:45:13 -0700","No candidate mentioned","MarketerMitch","East Village, NYC","Eastern Time (US & Canada)"
"CDM @RWSurferGirl  9m9 minutes ago
Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:45:12 -0700","No candidate mentioned","judymorris3","Texas","Central Time (US & Canada)"
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:45:10 -0700","Jeb Bush","American__Betty","Sanity & Common Sense","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:45:07 -0700","Jeb Bush","rustianna10","Happy near Portland Oregon",""
"RT @BrentsChirps: Ben Carson doesn't talk trash. Mature speaker of truth. Maturity and strength on display at #GOPDebates #FOXNEWSDEBATE #W…","positive",1,"2015-08-06 19:45:06 -0700","Ben Carson","HelicaLG","Saginaw, Michigan","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates","positive",0.6778,"2015-08-06 19:45:05 -0700","Donald Trump","BduayneAllen","",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6809,"2015-08-06 19:45:02 -0700","Mike Huckabee","jrpatino12","HOME","Arizona"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6559,"2015-08-06 19:45:01 -0700","Mike Huckabee","pcosdeaf","","Pacific Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:45:00 -0700","No candidate mentioned","RobynSChilson","Pennsylvania","Atlantic Time (Canada)"
"Say, ""Bibi."" C'mon. You know you want to. #GOPDebates","neutral",1,"2015-08-06 19:44:58 -0700","No candidate mentioned","viadear","","Atlantic Time (Canada)"
"I can't wait to not remember all these bros names. #GOP #GOPDebate #GOP2016 #ClownCar #GOPDebates","negative",0.6932,"2015-08-06 19:44:58 -0700","No candidate mentioned","ChailleMcCann","Austin, TX","Central Time (US & Canada)"
"Absurd statement by Huckabee #GOPDebates  https://t.co/H41d93xlgN","negative",0.6392,"2015-08-06 19:44:57 -0700","Mike Huckabee","mc4llister","Washington, DC","Mountain Time (US & Canada)"
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",0.7054,"2015-08-06 19:44:55 -0700","Jeb Bush","suziique03","Key West,Fl / Beaufort Sc","Eastern Time (US & Canada)"
"RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸","negative",0.6239,"2015-08-06 19:44:54 -0700","Donald Trump","jayleespring","Arizona",""
"No @RandPaul everyone has said they are ""the only one on this stage"" literally everyone has said that already #GOPDebates","negative",1,"2015-08-06 19:44:53 -0700","Rand Paul","averykayla","Boston","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:44:53 -0700","Chris Christie","meathouse60005","USA-world's greatest country","Central Time (US & Canada)"
"RT @ericstonestreet: Trump has Cam hands. #GOPDebates","negative",0.3571,"2015-08-06 19:44:53 -0700","Donald Trump","Akheperure","Golden, CO","Mountain Time (US & Canada)"
"RT @ccabrera83: Ben Carson is saying military didnt hv capability to strike Assad. Goodbye, dude. Youre nuts. #gopdebates #FoxDebate","negative",1,"2015-08-06 19:44:52 -0700","Ben Carson","JulsHaze","Cordova, TN","Central Time (US & Canada)"
"RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates","neutral",0.6875,"2015-08-06 19:44:52 -0700","Jeb Bush","hobbsislander","Cul de Sac off Copperhead Rd",""
"RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:44:51 -0700","Donald Trump","tlgiddy","",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:44:48 -0700","Mike Huckabee","trerho3","Splackavellie",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6917,"2015-08-06 19:44:47 -0700","Mike Huckabee","NickiGrimaj","☆ ゜・。。・゜★ ゜・。。・゜☆","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …","negative",1,"2015-08-06 19:44:47 -0700","No candidate mentioned","festivas","Uncharted Territory","Quito"
"RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates","negative",0.3645,"2015-08-06 19:44:46 -0700","Donald Trump","Cock_Diesel12","Henderson, LA",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:44:45 -0700","Mike Huckabee","_lailaabbas","  فلسطين ","EST"
"RT @SupermanHotMale: I'm popeye the sailor man... #GopDebates http://t.co/4jO4UQng89","neutral",0.6585,"2015-08-06 19:44:44 -0700","No candidate mentioned","MacyOos","Southern Florida","Atlantic Time (Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:44:44 -0700","No candidate mentioned","ZenaSzanto","",""
"""The purpose of the military is to kill people and break things."" - #MikeHuckabee  #GOPdebates","negative",0.6506,"2015-08-06 19:44:43 -0700","Mike Huckabee","elleryprescott","Taipei, Taiwan","Central Time (US & Canada)"
"RT @landley: So @berniesanders is watching #gopdebates on television, and his staff is livetweeting what he yells at the TV: https://t.co/Y…","negative",0.6781,"2015-08-06 19:44:43 -0700","No candidate mentioned","scribofelidae","Vancouver, Canada","Pacific Time (US & Canada)"
"RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…","negative",1,"2015-08-06 19:44:42 -0700","Donald Trump","kearneydan4422","",""
"Like that crazy inter-racial thing? #Huckabee on military-""not a social experiment."" #GOPDebates","negative",1,"2015-08-06 19:44:41 -0700","Mike Huckabee","RobsRamblins","","Arizona"
"There are a lot of #orange people on the #GOPdebates  HA!","negative",0.666,"2015-08-06 19:44:38 -0700","No candidate mentioned","ComicStevieMack","Hollywood, CA","Pacific Time (US & Canada)"
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",1,"2015-08-06 19:44:37 -0700","Jeb Bush","bdahl502","",""
"""To kill people and break things."" #GOPDebates","negative",0.6531,"2015-08-06 19:44:36 -0700","No candidate mentioned","Chatney_Grimm","",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6596,"2015-08-06 19:44:36 -0700","Mike Huckabee","M_I_C__","","Eastern Time (US & Canada)"
"RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸","negative",0.6552,"2015-08-06 19:44:35 -0700","Donald Trump","Q_Element","Atlanta","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates","negative",0.6548,"2015-08-06 19:44:32 -0700","Jeb Bush","prepperknowhow","Arlington, VA",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6829,"2015-08-06 19:44:32 -0700","Mike Huckabee","hoodrichglossy","Miami ☀","Quito"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6421,"2015-08-06 19:44:30 -0700","Mike Huckabee","arniqua","earth or something","Eastern Time (US & Canada)"
"I can't believe Ted Cruz just referenced Reagan and the hostage release. Most people don't know about weapons for hostages.#GOPDebates","negative",0.6748,"2015-08-06 19:44:30 -0700","Ted Cruz","daxdesai","Houston, TX","Central Time (US & Canada)"
"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…","negative",0.6632,"2015-08-06 19:44:30 -0700","No candidate mentioned","Twitlertwit","Cali","Pacific Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6629,"2015-08-06 19:44:28 -0700","Mike Huckabee","kgthekidddd","houstalantavegas ","Pacific Time (US & Canada)"
"Mike Huckabee thinks transgender people can't kill people or break things? He'd better ask somebody. #GOPDebates","negative",1,"2015-08-06 19:44:27 -0700","Mike Huckabee","SalMasekela","The Universe","Pacific Time (US & Canada)"
"I have a friend that looks and talks just like Ben Carson, it's ruining the debate for me. #GOPDebates","negative",0.6596,"2015-08-06 19:44:27 -0700","Ben Carson","Wielsucker","In...cognito (KLZU) ","Eastern Time (US & Canada)"
"FYI US defense spending compared to other countries #GOPDebates http://t.co/0l8Ct4fgCO","negative",0.6744,"2015-08-06 19:44:27 -0700","No candidate mentioned","KateAronoff","Brooklyn",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:44:26 -0700","Mike Huckabee","wlfpack81","DC/DMV via the 757...","Eastern Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:44:26 -0700","Mike Huckabee","geminiaunatural","N 28°36' 0'' / W 81°12' 0''","Central Time (US & Canada)"
"If i was playing a drinking game, where i took a shot every time they remembered Ben Carson was there, I'D BE SOBER.

#Token, #GOPDebates","negative",0.6915,"2015-08-06 19:44:24 -0700","Ben Carson","LogicthePoet","Winterfell","Eastern Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6403,"2015-08-06 19:44:23 -0700","Mike Huckabee","texas_dreamer","",""
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6629,"2015-08-06 19:44:22 -0700","Mike Huckabee","WalktheWeilside","",""
"RT @SupermanHotMale: These fox news debates are no more than comedy at the laugh store... it's all for fun. #GopDebates","negative",1,"2015-08-06 19:44:21 -0700","No candidate mentioned","LadyTasanna","St.Kitts /Caribbean ",""
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates","positive",0.6517,"2015-08-06 19:44:16 -0700","Donald Trump","Speshlk0510","My own private Idaho","Pacific Time (US & Canada)"
"So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GOPDebates","negative",1,"2015-08-06 19:44:16 -0700","Mike Huckabee","mandy_velez","Philly-bred, NYC now","Central Time (US & Canada)"
"RT @SupermanHotMale: Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPoli…","negative",1,"2015-08-06 19:44:12 -0700","Scott Walker","ninamills","","Alaska"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",1,"2015-08-06 19:44:12 -0700","Mike Huckabee","therealjvincent","East Coast","Eastern Time (US & Canada)"
"Whoah! @MikeHuckabeeGOP is a B-52s fan??? Dammit I might like him now #GOPDebates","positive",0.6493,"2015-08-06 19:44:11 -0700","Mike Huckabee","averykayla","Boston","Eastern Time (US & Canada)"
"Mike Huckabee quoting Limp Bizkit lyrics for his military talking points #BreakStuff #GOPDebates","positive",0.6822,"2015-08-06 19:44:11 -0700","Mike Huckabee","jasper_deezy","",""
"RT @SupermanHotMale: Dear Jeb Bush, Your Record, Sir is clear, you are a fucking ememy of the voting public... PERIOD. #GopDebates","negative",1,"2015-08-06 19:44:11 -0700","Jeb Bush","toilettweetage","New York","Central Time (US & Canada)"
"Wasted opportunity to ask a doctor what science is #DebateWithBernie #GOPDebacle #GOPDebates","negative",1,"2015-08-06 19:44:11 -0700","No candidate mentioned","OrginalSangster","Chicago IL","Alaska"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","neutral",1,"2015-08-06 19:44:09 -0700","Mike Huckabee","daryljwalters","Louisiana Made Princeton Paid","Central Time (US & Canada)"
"RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…","negative",0.6785,"2015-08-06 19:44:08 -0700","Donald Trump","SirYussly","#Uranus","Hawaii"
"RT @jsn2007: ""The military is not a social experiment."" @GovMikeHuckabee Does that include women too? You have no idea. #gopdebates","negative",0.6842,"2015-08-06 19:44:07 -0700","Mike Huckabee","safu_z","Columbus, OH","Eastern Time (US & Canada)"
"RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸","negative",1,"2015-08-06 19:44:07 -0700","No candidate mentioned","talk2zoe","Changes with the moment.","Central Time (US & Canada)"
"I do have to admit that I am pleasantly surprised at the questions from the moderators. Transgender issues? Unexpected. #GOPdebates","positive",0.6613,"2015-08-06 19:44:05 -0700","No candidate mentioned","adall","","Eastern Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6733,"2015-08-06 19:44:05 -0700","Mike Huckabee","melaninprince","la dolce vita","Eastern Time (US & Canada)"
"So @berniesanders is watching #gopdebates on television, and his staff is livetweeting what he yells at the TV: https://t.co/YwVEnORhgf","neutral",0.6739,"2015-08-06 19:44:03 -0700","No candidate mentioned","landley","Austin, TX","Central Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","neutral",0.3333,"2015-08-06 19:44:03 -0700","Mike Huckabee","Dreamdefenders","Florida","Eastern Time (US & Canada)"
"""The disaster is that we forgot that we have a military"" yes, just yes #GOPDebates","negative",0.668,"2015-08-06 19:44:02 -0700","No candidate mentioned","KatelynFrontino","","Eastern Time (US & Canada)"
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","negative",0.6404,"2015-08-06 19:44:01 -0700","Mike Huckabee","suzwoehrle","Minneapolis, MN","Central Time (US & Canada)"
"If my IQ were 80 or less, I think these assholes would seem really coherent. 

#GOPDebates","negative",1,"2015-08-06 19:44:01 -0700","No candidate mentioned","juliemains","In the present moment. ","Pacific Time (US & Canada)"
"RT @cloudypianos: I'm just waiting for them all to accidentally eat each other #GOPDebates","negative",1,"2015-08-06 19:44:01 -0700","No candidate mentioned","Cody_Daugherty2","Ashland, Kentucky",""
