"Text","Sentiment","Sentiment_directed_at"
"RT @mention On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!","positive","iPad or iPhone App"
"RT @mention only #airline to be mentioned by Guy Kawasaki as delightful like Apple (drumroll)... @mention (!!) Congrats! #sxsw","positive","Apple"
"RT @mention Only at #SxSW: &quot;My iPhone will tell me. You know what that means? #winning&quot; - @mention","positive","iPhone"
"RT @mention Ooooo #Apple rumored to be opening a temporary store at #SXSW {link}","positive","Apple"
"RT @mention Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mobileroadie Get it now: {link}","positive","Android App"
"RT @mention Our updated iPhone app has song info for select streams (incl. @mention 24/7) &amp; live video streaming in time for #SXSW {link}","positive","iPad or iPhone App"
"RT @mention Over 300 people in line at Apple store in downtown Austin! #iPad2 #sxsw","positive","Apple"
"RT @mention Over 40% use of google maps is mobile -marissa mayer #sxsw &lt;--- I use it all the time #SUxSW","positive","Google"
"RT @mention P.S. @mention and Google throw a b!tchin' party. Shout out to The Spazmatics #sxsw","positive","Google"
"RT @mention Panel just got my head out of my iPad by saying &quot;{link} out loud. #newsapps #sxsw","positive","iPad"
"RT @mention Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW","positive","iPad or iPhone App"
"RT @mention Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw","negative",""
"RT @mention Partying with #Android and @mention #sxsw @mention Lustre Pearl {link}","positive","Android"
"RT @mention Per this rumor, Google may preview its big social strategy at '80s-themed costume party at #SXSW. Yep. {link} #cnet","positive","Google"
"RT @mention Perfect #SXSW iPhone app home screen organization: {link} (I like it)","positive","iPad or iPhone App"
"RT @mention Pic of my iPad-winning performance: {link} #sxsw #accordion #toodamnlucky","positive","iPad"
"RT @mention Playing with my fave new iPhone app, @mention Wow, this will rock at #SXSW next week!","positive","iPad or iPhone App"
"RT @mention Poor Austin. RT @mention iPad 2 launch coincides with Fri afternoon of #SXSW. Apple store employees in Austin may begin weeping now.","positive","iPad"
"RT @mention Preparing for #sxsw talk about #google doodles with @mention It will be fun! Friday, 5pm: {link}","positive","Other Google product or service"
"RT @mention Qrafter is better than all paid or free QR Code apps, because it can not only scan #vCards, it can also download them! #QRCode #iPhone #SXSW","positive","iPad or iPhone App"
"RT @mention Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.","positive","Google"
"RT @mention Reactions to Google Circles news so far range from &quot;not again&quot; to &quot;please rescue me from the Facebook.&quot; #sxsw","neutral",""
"RT @mention Really finding myself enjoying the ipad design principles. Well done. #tapworthy Very useful and clear points throughout. #sxsw","positive","iPad"
"RT @mention Retrollect is now also in Android Market! #SxSW https://market.android.com/details?id=com.borderstylo.retrollect","positive","Android App"
"RT @mention Robot wars. Steampunk time machines. Mystery boxes of electronics. Awesome Austin tacos. Super Happy Dev House + Google win #sxsw.","positive","Google"
"RT @mention RT @mention  @mention to Launch Major New Social Network Called #Circles, Possibly Today! {link} #sxsw #SMM &gt;&gt;Really Google? Now?","negative","Google"
"RT @mention RT @mention  Apple Is Opening A Pop-Up Store In Austin For #SXSW {link} // Exactly what I wanted!","positive","Apple"
"RT @mention RT @mention :) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.","positive","Google"
"RT @mention RT @mention @mention @mention Austin street closures during SXSW in Google Map form: {link} #sxsw #austin","neutral",""
"RT @mention RT @mention @mention putting a gun to @mention head. Give me your iPhone! #SXSW {link}","positive","iPhone"
"RT @mention RT @mention #Apple set to open popup shop in core of #SXSW action {link} via @mention","positive",""
"RT @mention RT @mention #SXSW Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link}","positive","Other Google product or service"
"RT @mention RT @mention Apple is &quot;the classiest, fascist company in America,&quot; says @mention #sxsw","negative","Apple"
"RT @mention RT @mention Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW","positive","Google"
"RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad","positive","iPad"
"RT @mention RT @mention forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything. #SXSW","negative","iPhone"
"RT @mention RT @mention Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?","positive","Google"
"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, {link} #sxsw #nptech","positive","Other Google product or service"
"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention #pcbuzz","positive","Other Google product or service"
"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw/ intrestin!","positive","Other Google product or service"
"RT @mention RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd! #sxsw","positive","Google"
"RT @mention RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw [Pop-POP!]","positive","Apple"
"RT @mention RT @mention In my next life I'm coming back as an iPad 2. Women can't keep their hands off this thing. #SXSW","positive","iPad"
"RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW + #iPad2 launch {link}","positive","Apple"
"RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link}","positive","Apple"
"RT @mention RT @mention Just talked to Mike Tyson #SXSW about his new iPhone game, which lets you fight Pauly D and other celebs. {link}","positive","iPad or iPhone App"
"RT @mention RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;","positive","Apple"
"RT @mention RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;","positive","Apple"
"RT @mention RT @mention Mayer: I think about simplicity a lot at Google in developing products. #sxsw ^JR","positive",""
"RT @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link}","positive","iPad or iPhone App"
"RT @mention RT @mention new Google tool for measuring everything and displaying it in one place almost makes me cry I'm so happy. Thank you. #bavcid #sxsw","positive","Other Google product or service"
"RT @mention RT @mention Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} #cn","positive",""
"RT @mention RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (Cool)","positive","Other Google product or service"
"RT @mention RT @mention Shiny new @mention @mention @eightbit apps, a new @garyvee book, pop-up iPad 2 stores... #SXSW is Christmas for nerds.","positive",""
"RT @mention RT @mention Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw","negative","Apple"
"RT @mention RT @mention Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw","positive","iPad"
"RT @mention RT @mention The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW","positive","iPad or iPhone App"
"RT @mention RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link}","positive","iPad"
"RT @mention RT @mention We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link}","positive","iPad"
"RT @mention RT @mention We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.","positive","Apple"
"RT @mention RT @mention We're officially at #SXSW! Come by the @mention Grill, mention us w/ #zazzlsxsw and youâ€™ll get to make your own iPhone case!","positive","Other Apple product or service"
"RT @mention RT @mention YES! updated iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link}","positive","iPad or iPhone App"
"RT @mention RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention)","positive","iPad or iPhone App"
"RT @mention RT: @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw","positive",""
"RT @mention RT: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link}","positive","Apple"
"RT @mention RT@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;","positive","Apple"
"RT @mention Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw {link}","positive","Google"
"RT @mention Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link}","positive","Apple"
"RT @mention Saving up for iPad2 photo at Apple Store, #SXSW {link}  by @mention @mention @mention @Dr_Black @jerranalley @tbalinas","positive","iPad"
"RT @mention See a member of our team carrying one of these bags at #SXSW, show them your Wolfram|App &amp; get a W|A iPhone case! {link}","positive","Other Apple product or service"
"RT @mention See the new Texas Observer iPad app at #SXSWI 3:30, Sheraton #SXSW","positive","iPad or iPhone App"
"RT @mention Selfishness as seen through brands: Mac versus Apple. Apple wins: they are masters at being self-referential  #sxsw","neutral",""
"RT @mention Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link}","positive","iPad"
"RT @mention Shut. Up. RT @mention It's not a rumor: Apple is opening a temp store in downtown Austin for #SXSW &amp; the iPad 2 launch. {link}","positive","Apple"
"RT @mention Slides from #SXSW talk, &quot;iPad Design Headaches &quot; {link} #tapworthy . Really interesting for designers as well.","negative","iPad"
"RT @mention Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB","positive","Apple"
"RT @mention smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention","positive",""
"RT @mention Smartphone breakdown at #sxsw (unofficial) - 98.5% iPhones, 1% Android, .03% Blackberry, .02% Symbian / Windows / Other","positive","iPhone"
"RT @mention So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW","neutral",""
"RT @mention So, are you a kickass #iPhone developer? Are you at #SxSW. Want to do something cool? Follow me and shoot me a note.","positive","iPhone"
"RT @mention Someone at #SXSW needs to host a race between the SMS apps for iPhone pink slips. Or probably something much cooler th ...","positive",""
"RT @mention Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link}","positive",""
"RT @mention speaks truth: Watched #Apple staff at the temp #sxsw store just high five entire long line and facepalmed. Ugh. #LongLinesBadUX","negative","Apple"
"RT @mention SPIN Play - a new concept in music discovery for your iPad from @mention &amp; spin.com {link} #iTunes #sxsw @mention","positive","iPad or iPhone App"
"RT @mention Spotted at #SXSW: Man in need of an iPad (2?) â€“ {link} #sxswi","positive","iPad"
"RT @mention Still thinking about how awesome the  #smileyparty was at #SXSW and how they are going to give me an iPad! #please","positive","iPad"
"RT @mention Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link}  {link}","positive","iPhone"
"RT @mention Strange how little Japan news penetrates #SXSW bubble. Only bar TVs on CNN suggest anything more important than iPad 2 is going on. #fb","positive","iPad"
"RT @mention Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link}","positive","Other Google product or service"
"RT @mention Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw","positive","Apple"
"RT @mention SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} #SXSW","negative","iPad or iPhone App"
"RT @mention SXSW Gets Its Own Apple Store {link} #atx","positive","Apple"
"RT @mention Temp Apple Store 6th St  Austin #sxsw closed for night &quot;they're out of stuff' says Austin cops barring the door!","negative","Apple"
"RT @mention Temp Apple store is killing it in Austin. Selling out early EVERY day. #sxsw","positive","Apple"
"RT @mention Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}","positive",""
"RT @mention Temporary #sxsw apple store. Apple being sneaky as usual  {link}","negative","Apple"
"RT @mention Thank you! :) RT @mention Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link} #SXSWi","positive","iPhone"
"RT @mention The @mention iPhone app is unreal. Just clicked on the location of #LeanStartup &amp; had a person there tell me there are still seats. #sxsw","positive","iPad or iPhone App"
"RT @mention The #iPad 2 Takes Over #SXSW [VIDEO] - {link} #sxswi","positive","iPad"
"RT @mention The #iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable
#apple","positive","iPad"
"OH @mention the Apple Pop-Up Store: &quot;Oh... you have the old one.&quot; #crazytimes #sxsw","neutral",""
"RT @mention The Beluga iPhone app is the highlight of this #SXSW. Excellent way to coordinate the #sxsw4japan relief effort.","positive","iPad or iPhone App"
"RT @mention THE BIG #SXSW RUMOR: Google to launch ludicon based &quot;Circles&quot; facebook killer. Supposedly @mention already saw it and it's ossum.","positive","Other Google product or service"
"RT @mention The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW","positive",""
"RT @mention the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY","negative","Google"
"RT @mention The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)","positive","Google"
"RT @mention The iPad 1 is so March 11, 2011 4:59PM PST. #sxsw","neutral",""
"RT @mention The iPad 2 goes on sale next Friday...the Austin Apple Store is going to be busy! #SXSW","positive","iPad"
"RT @mention The iPad 2 is so thin, I could use it to cut lines of cocaine and then FaceTime with Mel Gibson. #Winning. #IPad2 #sxsw","positive","iPad"
"RT @mention The iPad 2 is the also a cartoonishly large digital camera. #SXSW #CStejas {link}","negative","iPad"
"RT @mention The iPad 2 Takes Over #SXSW [#VIDEO]: One of the biggest events the first day of SXSW 2011â€_ {link}","positive","iPad"
"RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link}","positive","iPad"
"RT @mention The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW","positive","iPad"
"RT @mention The most valuable device at #sxsw so far is the #apple #iPod #iPhone charger.","positive","Other Apple product or service"
"RT @mention The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!)","positive","iPad or iPhone App"
"RT @mention The next fin serv battle is vs Apple, GOOG, Mobile operators. They have consumer loyalty and tons of cash (vs. Banks) #bankinnovate #SXSW","positive","Google"
"@mention on the other hand, judging by the pop-up store constant line, Apple and the iPad2 are clearly breaking out at #SXSW","positive","iPad"
"Everyone on the plane to Austin looks like they are going to #SXSW. And that means - Apple products and hipster clothes.","positive","Apple"
"RT @mention The session #designingforkids is changing my mind about my future kid's relationship with the iPhone. #sapient #sxsw","positive","iPhone"
"building on the success of Google Buzz no doubt ;) RT @mention Google to launch Circles social network at #sxsw? {link}","positive","Other Google product or service"
"RT @mention The Top 7 things I've loved about #SXSW so far- {link}  #outbrain, #ipad, #groupme,","positive",""
"@mention On the upside.... #SXSW does start today and the iPad 2 releases...","positive","iPad"
"RT @mention The Web Designerâ€™s Guide to iOS (and Android) Apps, today @mention 10 a.m! {link} #sxsw","positive",""
"RT @mention These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link}","positive","iPad or iPhone App"
"RT @mention They are everywhere: It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw","positive","iPad"
"RT @mention This -&gt; RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW","positive","Google"
"RT @mention This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train: {link}","positive","iPhone"
"RT @mention This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW","negative","iPad"
"RT @mention This is awesome....   How I got an iPad 2 during #SXSW! {link} @mention via @mention","positive","iPad"
"RT @mention This is one of the three best apps we've seen at #SXSW {link}","positive","iPad or iPhone App"
"RT @mention This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW","positive","Google"
"RT @mention Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe","positive","Apple"
"RT @mention Tim Soo's invisible instruments are jaw dropping. iPhone+Wii controller. {link} #openexhibits #sxsw","positive","iPhone"
"RT @mention Time to #wakeuplaughing @mention for #iPhone is on the #AppStore! iTun.es/iFR3Dw #sxsw","positive",""
"RT @mention To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW","positive","iPad"
"RT @mention TRON has an amazing idea for their blue ray release. 2nd screen ipad app that syncs with the movie to follow additional content. #SXSW","positive","iPad or iPhone App"
"RT @mention True? RT @mention It's not a rumor: Apple opening temporary store in downtown Austin 4 #SXSW &amp; iPad 2 launch: {link}","positive","Apple"
"RT @mention Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link}","positive","Google"
"RT @mention Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW. {link}","positive","iPad or iPhone App"
"RT @mention umm that would be @mention â€œ@mention I keep winning shit! Thanks @mention for the killer iPad case. #sxswâ€ù","positive","iPad"
"RT @mention Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link}","positive","iPad or iPhone App"
"RT @mention V.Interesting... RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw","positive","Other Google product or service"
"RT @mention Very happy that Discovr has been named as one of the top ten must-have apps for iPad 2 :) I just have to fight my way thru the queue! #sxsw","positive","iPad or iPhone App"
"RT @mention Very smart from @mention #hollergram iPad app for #sxsw! {link} (may leave my vuvuzela at home now)","positive","iPad or iPhone App"
"RT @mention Very smart move by Apple. A pop-up store during #SXSW (iPad 2's come out at 5pm tomorrow): {link}","positive","Apple"
"RT @mention Very smart of them. &quot;Apple set to open popup shop in core of SXSW action&quot; - {link} #sxsw #apple","positive",""
"RT @mention Very smart. RT @mention $AAPL to open pop up store for iPad 2 sales at #SXSW {link}","positive","Apple"
"RT @mention via @mention Still a big line outside of Apple's pop-up shop, 3 days after iPad's debut. #sxsw","positive","Apple"
"RT @mention Video of the first #iPad2 unboxing outside the #Apple Store at #SXSW coming up as soon as I can find decent WiFi","positive","iPad"
"So @mention vs @mention vs @mention at #SXSW. Things are heating up! &quot;Google offers check-in rewards &amp; titles&quot; {link} - #lbs","positive","Google"
"RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link}","positive","iPad or iPhone App"
"RT @mention Want to win a free #iPad 2? Are you at or attending #SXSW? Details are here: {link}","positive",""
"RT @mention We all, including me, have this emotional thing with iPad. #barrydiller #sxsw #pnid","positive","iPad"
"RT @mention We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store","positive","iPad"
"RT @mention We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win","positive","iPad"
"RT @mention We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link}","positive","iPad or iPhone App"
"RT @mention We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link}","positive","iPad or iPhone App"
"RT @mention We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.","positive","Apple"
"RT @mention We lose hour 2nite. #SxSW attendees will blame Microsoft, Apple will get credit 4 fixing it b4 Christmas.","positive","Apple"
"RT @mention We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link}","positive","Android"
"RT @mention We're co-hosting a cmty mngr meetup w/ @mention @mention @mention at Etsy Austin space on 6th. 6-8p. Google schwag. Come! #sxsw","positive","Google"
"RT @mention We're excited to be at #sxsw and giddy to announce that Music WithMe for Android is now available in Android Market. {link}","positive","Android App"
"RT @mention We're wondering how many @mention will come back from #sxsw with iPad 2's. Maybe everyone?","positive",""
"RT @mention We've got some exciting things that we'll be showing off at #SXSW this year: including drag and drop store management on your iPhone","positive","iPhone"
"RT @mention Web Developers: If you havenâ€™t tried New Relic, sign up during #SXSW and enter to win an iPad 2! Come by booth 13 {link}","positive","iPad"
"RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}","neutral",""
"RT @mention Well. Forget the #NFL #lockout right now. Gonna focus on getting my shinmy new iPad here in 40min #SXSW. Apple makes me happy. NFL does not","positive","iPad"
"RT @mention Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy","positive","iPad"
"RT @mention When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi","positive","iPad"
"RT @mention When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw","positive","Google"
"RT @mention When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw","positive","Google"
"RT @mention Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4","positive","iPhone"
"RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw","negative","Other Google product or service"
"RT @mention Whoa. Hang on. I just saw someone without an iPhone!! #SXSW","positive","iPhone"
"RT @mention Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW","negative",""
"RT @mention Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link}","positive","Android"
"RT @mention Win an #iPad 2! Come meet Aquent Talent Agents and drop your name in at #SXSW Booth 1413 {link}","positive","iPad"
"RT @mention Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo","neutral",""
"RT @mention Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!","positive","iPad"
"RT @mention With 150 million mobile users on Google maps, 40% of all Google Maps usage is from mobile devices. #maps #sxsw","positive","Other Google product or service"
"RT @mention Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite","positive","iPad"
"RT @mention woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!","positive","Google"
"RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break","positive","iPhone"
"RT @mention Woman in lobby: &quot;there's a website called, like, stupid iPhone speller, and it's ppl taking pics of funny autocorrected words.&quot; #sxsw","negative",""
"RT @mention Won 2nd place in Fandango karaoke. 1st prize was 1 yr Fandango tkts - useless in Canada. 2nd prize *is* more useful: an iPad! #sxsw","positive","iPad"
"RT @mention Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW","positive","Other Google product or service"
"RT @mention Woo hoo! @mention is finally back on the iPhone. {link} #sxsw #il","positive","iPhone"
"RT @mention Wooooo! Did I mention that we just released Discovr for IPHONE :)  It's out now, just in time for #sxsw. New features! {link}","positive","iPad or iPhone App"
"RT @mention Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle","positive","Google"
"RT @mention Word to your motherboard. RT @mention You'll want these iPhone apps if you're heading to #SXSW today. 10 hot ones. {link}","positive","iPad or iPhone App"
"RT @mention Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw","positive","iPad or iPhone App"
"RT @mention Wow, this thing is insanely thin &amp; light. Hold out for the iPad 2. Seriously. #sxsw #mosaicxm  {link}","positive","iPad"
"RT @mention Wow. Shakespeare's Pub on 6th St. Here's to the delete button on the iPhone video camera. #SXSW","positive","iPhone"
"RT @mention Yeah! Love the Google! Cheese w/ @mention @mention Maggie Mae's [pic] {link} #SXSW","positive","Google"
"RT @mention yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link}","negative","iPad"
"RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)","positive","iPad"
"RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw","positive","Android App"
"RT @mention YES! updated #iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link}","positive","iPad or iPhone App"
"RT @mention YES! updated iPhone app has song info  @mention 24/7 stream +others also live video streaming for #SXSW {link}","positive","iPad or iPhone App"
"RT @mention YES! updated iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link}","positive","iPad or iPhone App"
"RT @mention Yesterday was fantastic @mention #SXSW &amp;Apple iPad 2 launch. But let's all take a moment 2honor those who have suffered in Japan.","positive","iPad"
"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention #zazzlsxsw and youâ€™ll get to make your own iPhone case!","positive","iPhone"
"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention us with #zazzlsxsw and youâ€™ll get to make your own iPhone case!","positive",""
"#sxsw iPhone app: control mania! Half of the screen used for buttons and filters, other half for content. #ui-fail","negative","iPad or iPhone App"
"These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link}","positive","iPad or iPhone App"
"These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link} via  @mention","positive","iPad or iPhone App"
"Will someone buy my iPad v1 while I wait in line to get v2 tomorrow? #SXSW","positive","iPad"
"Fuck. iPhone crapped out, will not charge at all. Says it is charging, but at 5% after all night. What are my options in Austin? #sxsw","negative","iPhone"
"#SXSW iPhone developers meet up is crazy packed!!!!!!","positive",""
"@mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi","positive","iPad or iPhone App"
"Tip for conference goers everywhere: bring iPad, leave laptop at hotel. I've had no battery and a sore shoulder all week! #sxsw","positive","iPad"
"amusing long lines at the temp apple store, the starbu cks acrosse the street is where most people seem to unpack theirs ;) #sxsw","positive","Apple"
"6th and Congress. Dude is creatively saving up for an iPad 2!  Www.socialmediabum.tumblr.com #sxsw {link}","positive","iPad"
"#google honors users privacy by letting them see what info of theirs is in the system and allowing them to delete it #marissagoogle #sxsw","positive","Google"
"Awesome conversations and networking while on line at #SXSW Apple Store.","positive","Apple"
"This is good news...Google's route around traffic function saves users 2 years EVERY DAY.from Marissa Mayer at #sxsw
via @mention","positive","Google"
"Social proof is a powerful marketing motivator -- you see white earbud headphones and cables and you know: Apple is here. @mention #sxsw","positive","Apple"
"#marissagoogle #Sxsw google art project is like street view - awesome - like being at the museum with a magnifying glass","positive","Other Google product or service"
"#marissagoogle #Sxsw google maps for mobile using vectors is fast and three dimensional","positive","Other Google product or service"
"I think google circles was an effect of crop `circle` #SXSW #randomly","neutral",""
"How can google load those maps so fast, yet I can barely post a tweet haha #sxsw","neutral",""
"So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW","positive","Other Google product or service"
"Damn it Google! Your glow-in-the-dark cup leaked glow-in-the-dark goo in my camera bag! #SXSW","negative","Google"
"Leaving Google's Marissa Mayer Keynote. Interesting details on user adoption of location-aware services. #sxsw","positive","Google"
"jqTouch looks amazing. It has an Apple theme that makes web pages look just like native iPhone apps. #sxsw #geekery","positive","iPad or iPhone App"
"It just looks stupid to take pix with an iPad 2 - believe me guys  #sxsw","negative","iPad"
"all the cool apps coming out at #SXSW are making me miss my iPhone 4 in a big way","positive","iPad or iPhone App"
"Kind of cool: someone is trying to do screen mirroring of an iPad via a camera - there is an HDMI cable for that gents #sxsw","positive","iPad"
"That is cool! RT @mention Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention","positive",""
"Apple's pop-up store at #SXSW on the day of the iPad2 release could be the most genius move in marketing history.","positive","Apple"
"Apple's pop-up store for #SXSW is just like what girl scouts do by planting themselves next to bank ATMS. CA$H MONEY #thinmints","positive","Apple"
"Apple's pop-up store plans for #SXSW in Austin {link}","positive","Apple"
"Apple to open a pop-up store at #SXSW so wannabe-hipsters can feel at home being near their fav store {link}","positive","Apple"
"Apple to open iPad2 popup shop @mention core of SXSW action. Brilliant to bring hot shiny new toy to #SXSW peeps {link}","positive","iPad"
