"Text","Sentiment","SentimentConfidence","Date","Query"
"wtf is my conputer doing I left it alone for five minutes and it does this?? help @apple @billgates http://t.co/KTmXOrp03w","negative",1,"Mon Dec 08 15:35:01  2014","#AAPL OR @Apple"
"@kayhlogan @Apple @BillGates the void awakens","neutral",0.7201,"Mon Dec 08 15:35:46  2014","#AAPL OR @Apple"
"Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..","negative",1,"Mon Dec 08 15:37:55  2014","#AAPL OR @Apple"
"How to #profit in #Apple (#AAPL) #options #trade #trading #finance #short #bet #hedge http://t.co/aMlM8FaJDQ","neutral",1,"Mon Dec 08 15:42:18  2014","#AAPL OR @Apple"
"Apple Assigned AA- Credit Rating by Morningstar  $AAPL #aapl
http://t.co/SLQQRKwGYP","neutral",0.7227,"Mon Dec 08 15:44:32  2014","#AAPL OR @Apple"
"Updated to Yosemite on two machines. Both are now painfully slow. Thanks, @Apple.","negative",1,"Mon Dec 08 15:51:13  2014","#AAPL OR @Apple"
"@apple @testflightapp You should tell testers that if using Gmail on iOS, your app won't work. Doesn't tell testers at all.","negative",1,"Mon Dec 08 15:52:13  2014","#AAPL OR @Apple"
"Apple Continues Beefing Up Digital Audio Expertise by Hiring Dana Massie From Audience $AAPL #aapl
http://t.co/sT69lLINWY","positive",0.669,"Mon Dec 08 15:54:21  2014","#AAPL OR @Apple"
"What if @Apple bought Telsa? Talent is key. Cook has access to Musk's bright mind on a permanent basis. Read more: http://t.co/nxhkHTGJ4L","neutral",1,"Mon Dec 08 15:54:56  2014","#AAPL OR @Apple"
"Steve Jobs Predicted Future Of E-Commerce Back In 1996 &amp; Got It Exactly Right! http://t.co/w7q2G2SCbH via @sai #ecommerce #AAPL","positive",1,"Mon Dec 08 15:54:57  2014","#AAPL OR @Apple"
"Yo @apple I didn't need a subject line for my text &amp; iMessages folk.","neutral",1,"Mon Dec 08 15:57:04  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/ypWnW3gFRd","neutral",1,"Mon Dec 08 15:57:19  2014","#AAPL OR @Apple"
"New iPad ad focuses on getting things done | ZDNet http://t.co/vI9EzcTT5W via @ZDNet &amp; @the_pc_doc @Apple","neutral",0.66,"Mon Dec 08 15:58:09  2014","#AAPL OR @Apple"
"Dear @Apple &amp; @iTunesMusic, I understand you want to protect me. Is there any way you can cool it on password lockouts &amp; resets?","negative",0.6559,"Mon Dec 08 15:58:26  2014","#AAPL OR @Apple"
"Will #Apple and #Facebook Crush #Google? | The Motley Fool #aapl #fb #goog http://t.co/Me8RLrIoDf","neutral",1,"Mon Dec 08 16:01:47  2014","#AAPL OR @Apple"
"3 #Tech Stocks That Could Soar in 2015 | The Motley Fool #goog #aapl #fb http://t.co/6LcuT1XTzX","neutral",1,"Mon Dec 08 16:02:29  2014","#AAPL OR @Apple"
"RT @mydigitalcoco: .@McDonalds Shares a Slice With #iPhone6 Lovers @apple http://t.co/Vv5TzERoKz","neutral",0.6578,"Mon Dec 08 16:03:24  2014","#AAPL OR @Apple"
"Hey @apple my iPod touch is acting all wonky and I've done the factory settings and reinstalled stuff and nothing. Any other ideas?","negative",0.7119,"Mon Dec 08 16:03:47  2014","#AAPL OR @Apple"
"Citigroup Inc. Boosts Apple Price Target to $135.00 $AAPL #aapl
http://t.co/yJaYxMBi4S","neutral",0.6661,"Mon Dec 08 16:07:53  2014","#AAPL OR @Apple"
"I'm short on #AAPL with #put #options on the #Apple #stock.","neutral",0.7439,"Mon Dec 08 16:08:26  2014","#AAPL OR @Apple"
"APPLE Intraday Comments - Updated RANGE,. - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z","neutral",1,"Mon Dec 08 16:11:43  2014","#AAPL OR @Apple"
"BLOCK TRADE detected in #AAPL","neutral",0.7284,"Mon Dec 08 16:14:36  2014","#AAPL OR @Apple"
"Pretty bad @apple my #iphone5 has 20%life left and it is only 11am.","negative",1,"Mon Dec 08 16:16:54  2014","#AAPL OR @Apple"
"It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC","positive",1,"Mon Dec 08 16:17:43  2014","#AAPL OR @Apple"
"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/XdySgcxUuv","negative",1,"Mon Dec 08 16:18:50  2014","#AAPL OR @Apple"
"Apple Inc. To Open 500 Stores In India http://t.co/AMx3jhn1YH #AAPL","neutral",0.6578,"Mon Dec 08 16:23:14  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Q9Zkal66xy","neutral",1,"Mon Dec 08 16:23:28  2014","#AAPL OR @Apple"
"I've Abandoned #iTunes And I'm Never Going Back Because #GoogleMusic Is So Much Better #aapl #goog http://t.co/dp6pTxrTvp","negative",1,"Mon Dec 08 16:26:19  2014","#AAPL OR @Apple"
"#AAPL:How to get an unsubsidized smartphone for $25...http://t.co/frqhIwnfP5","neutral",0.7039,"Mon Dec 08 16:30:02  2014","#AAPL OR @Apple"
"RT @nicwill30: Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..","negative",1,"Mon Dec 08 16:34:02  2014","#AAPL OR @Apple"
"Hey @apple, my iPhone 6 was fully charged at 7:30 am. Now it's on 20%. Is that a common battery life?","negative",1,"Mon Dec 08 16:35:35  2014","#AAPL OR @Apple"
"Innovation has died with Steve Jobs #Apple #macintosh #aapl http://t.co/pJGz3buFC1","neutral",0.6851,"Mon Dec 08 16:35:36  2014","#AAPL OR @Apple"
"Apple Inc. is doomed. $AAPL dropped by 1.27%! Currently priced at 113.535. http://t.co/K6PKMj3Sbf #AAPL","negative",0.8624,"Mon Dec 08 16:36:15  2014","#AAPL OR @Apple"
"Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net","neutral",1,"Mon Dec 08 16:36:27  2014","#AAPL OR @Apple"
"RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC","positive",0.669,"Mon Dec 08 16:40:47  2014","#AAPL OR @Apple"
"Who's Buying All Those New iPhones Anyway? $AAPL #aapl
http://t.co/oErygGHnsc","neutral",1,"Mon Dec 08 16:41:37  2014","#AAPL OR @Apple"
"RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC","positive",0.6488,"Mon Dec 08 16:44:01  2014","#AAPL OR @Apple"
"BLOCK TRADE detected in #AAPL","negative",0.6538,"Mon Dec 08 16:44:44  2014","#AAPL OR @Apple"
"@schreier @sequoia @Apple @jessepickard yes it surely is a smart game . Even peak is good","positive",0.7201,"Mon Dec 08 16:45:51  2014","#AAPL OR @Apple"
"RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC","positive",0.6513,"Mon Dec 08 16:45:59  2014","#AAPL OR @Apple"
"Knock for iPhone now lets you lock as well as unlock your Mac via Bluetooth http://t.co/vKKAUvargg #smhq #aapl","neutral",0.6817,"Mon Dec 08 16:46:12  2014","#AAPL OR @Apple"
"RT @HamzeiAnalytics: BLOCK TRADE detected in #AAPL","negative",0.6841,"Mon Dec 08 16:49:14  2014","#AAPL OR @Apple"
"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/Mb067jv5SD","negative",1,"Mon Dec 08 16:52:45  2014","#AAPL OR @Apple"
"In the @Apple iPod antitrust case, recent development - Plaintiffs may never have bought the iPods in the first place http://t.co/ivBJa2YJgM","neutral",1,"Mon Dec 08 16:55:21  2014","#AAPL OR @Apple"
"@apple make a fucking phone so the screen doesn't break.  I want my phone to be naked and free.","negative",1,"Mon Dec 08 17:00:28  2014","#AAPL OR @Apple"
"Why @Apple Needs #China to Love the #AppleWatch (AAPL): http://t.co/NOoedA2IZt via @themotleyfool #Wearables #WearableTech #Apple","neutral",0.7177,"Mon Dec 08 17:01:14  2014","#AAPL OR @Apple"
"I hate it that my office email's not pushing emails now. It's fetching but on my settings it says push. #appleprobs #appleproblems @apple","negative",1,"Mon Dec 08 17:02:37  2014","#AAPL OR @Apple"
"Love the new @apple @ipadair_2 TV spot - http://t.co/nW7a6iXsjE","positive",1,"Mon Dec 08 17:03:08  2014","#AAPL OR @Apple"
"@SforSimrat I thought abt @Apple when bought @Dell lemon. Tried to save $. Wasn't worth savings. Regretting ever since. @DellCares #DellHell","negative",0.7411,"Mon Dec 08 17:04:23  2014","#AAPL OR @Apple"
"#CondoSeniors said @Apple needs to supply condo with dedicated tech. So many issues with iphone, imac, ipads warrants it. Tech will eat well","negative",1,"Mon Dec 08 17:08:00  2014","#AAPL OR @Apple"
"Reminiscing on the first low-cost computer which, out of the box, you didn't have to be a geek to use. http://t.co/XqAsPopg9K @Apple","neutral",0.6587,"Mon Dec 08 17:10:29  2014","#AAPL OR @Apple"
"MasterCard Teams Up With Gwen Stefani to Promote Apple Pay and 'Priceless Surprises' http://t.co/8SqKEuVjp5 #AAPL","neutral",1,"Mon Dec 08 17:10:47  2014","#AAPL OR @Apple"
"Tim Cook Shows Off Apple Watch to Chinese Internet Official, Discusses Security Issues http://t.co/4nrcjqs75m #AAPL","neutral",1,"Mon Dec 08 17:10:48  2014","#AAPL OR @Apple"
"We know that @Apple have a strong supply chain, but what is it that makes it that way? #SupplyChain #Operations http://t.co/Pk95RjYhcV","neutral",1,"Mon Dec 08 17:15:11  2014","#AAPL OR @Apple"
"Apple is developing an iPhone that fires LASER BEAMS to map surroundings, patent reveals
http://t.co/fG4Zrvq8Bk #aapl #hnhd","neutral",1,"Mon Dec 08 17:23:13  2014","#AAPL OR @Apple"
"First to own 2600 digital languages IP is NEW leader of the Internet. Terms based on performance! .@apple .@samsung http://t.co/J1Jfx5occV","positive",0.4708,"Mon Dec 08 17:27:16  2014","#AAPL OR @Apple"
"@5wa Haha, @Apple techs seeing the #CondoSeniors cookery should jump at opportunity! ;-)","neutral",1,"Mon Dec 08 17:32:45  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/3hXqrYtnfz","neutral",0.6196,"Mon Dec 08 17:34:54  2014","#AAPL OR @Apple"
"Job Listings Suggest Apple Plans to Boost Its Rumored Virtual Reality Program
http://t.co/OYLhaPsBTs #vr #aapl","neutral",0.5086,"Mon Dec 08 17:36:55  2014","#AAPL OR @Apple"
"Thank u @Apple for having outstanding customer service &amp; exchanging a phone case that was clearly not made 4 the power user #customerforlife","positive",1,"Mon Dec 08 17:40:49  2014","#AAPL OR @Apple"
"Glad I'm getting a non @apple computer . Four macs in a row http://t.co/KLr4GFao3n","negative",0.6781,"Mon Dec 08 17:42:13  2014","#AAPL OR @Apple"
"fucking @apple are memer FAGGOTS http://t.co/w8hbpxTRCJ","negative",1,"Mon Dec 08 17:42:44  2014","#AAPL OR @Apple"
"@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch","negative",1,"Mon Dec 08 17:43:40  2014","#AAPL OR @Apple"
"S/O to the techs at @apple","positive",0.3404,"Mon Dec 08 17:54:27  2014","#AAPL OR @Apple"
"RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC","positive",1,"Mon Dec 08 18:01:49  2014","#AAPL OR @Apple"
"#Apple, #PayPal, And #MobilePayments Worldwide  #AAPL http://t.co/VUMGuw3Yqr","neutral",0.7244,"Mon Dec 08 18:02:07  2014","#AAPL OR @Apple"
"Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users","negative",0.6659,"Mon Dec 08 18:05:07  2014","#AAPL OR @Apple"
"RT @TheywantVonnie: Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users","neutral",0.7012,"Mon Dec 08 18:05:31  2014","#AAPL OR @Apple"
"RT @TheywantVonnie: Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users","negative",0.6789,"Mon Dec 08 18:05:59  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/t2uV8nZ46v","neutral",1,"Mon Dec 08 18:07:37  2014","#AAPL OR @Apple"
"Debunking One of #Apple's Biggest Myths 

http://t.co/ZljMUApQV6

#AAPL","neutral",1,"Mon Dec 08 18:10:06  2014","#AAPL OR @Apple"
"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/t2uV8nZ46v","neutral",1,"Mon Dec 08 18:11:01  2014","#AAPL OR @Apple"
"You gotta be kidding me @apple http://t.co/9xb06QOnHO","negative",0.7171,"Mon Dec 08 18:12:07  2014","#AAPL OR @Apple"
"Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/GeeL25AlT1","negative",1,"Mon Dec 08 18:12:31  2014","#AAPL OR @Apple"
"RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/GeeL25AlT1","neutral",0.7333,"Mon Dec 08 18:12:47  2014","#AAPL OR @Apple"
"At all. RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/FFxW2fqJpi","neutral",0.6828,"Mon Dec 08 18:12:50  2014","#AAPL OR @Apple"
"Yesh. RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/0MTt6MwUvd","neutral",0.7337,"Mon Dec 08 18:13:11  2014","#AAPL OR @Apple"
"RT @TheywantVonnie: Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users","neutral",1,"Mon Dec 08 18:14:19  2014","#AAPL OR @Apple"
"All of my apple product chargers look like that RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/4lXkHinwd2","negative",1,"Mon Dec 08 18:14:47  2014","#AAPL OR @Apple"
"Apple Inc.'s (AAPL) Momentum Seems Nearly Unstoppable http://t.co/54tGY7Qezx #AAPL","positive",0.6797,"Mon Dec 08 18:15:45  2014","#AAPL OR @Apple"
"Here's @Apple's Favorite Apps of 2014. http://t.co/dsqCRMiwAQ Elevate is #1. Threes! is
game-of-the-year. http://t.co/ny1lOKFQBK","neutral",0.6635,"Mon Dec 08 18:19:04  2014","#AAPL OR @Apple"
"@Apple [#Apple] #Names Its Best #iPhone and #iPad Apps of the #Year. (#Monday, 8 #December) http://t.co/mjyS7WNCqv","neutral",0.6882,"Mon Dec 08 18:19:39  2014","#AAPL OR @Apple"
"Same struggle.  RT @LunchGod: They're not RT @Naivana_: You gotta be kidding me @apple http://t.co/rkRKS5pn1M","negative",0.7039,"Mon Dec 08 18:21:41  2014","#AAPL OR @Apple"
"Higher Price Targets Are Not Helping #Apple's Shares - Forbes #aapl http://t.co/ZESpZ5B8YC","neutral",0.6515,"Mon Dec 08 18:26:16  2014","#AAPL OR @Apple"
"Higher Price Targets Are Not Helping Apple's Shares $AAPL #aapl
http://t.co/QTLiiXy1Ed","neutral",0.6797,"Mon Dec 08 18:28:40  2014","#AAPL OR @Apple"
"RT @JPDesloges: Higher Price Targets Are Not Helping Apple's Shares $AAPL #aapl
http://t.co/QTLiiXy1Ed","negative",1,"Mon Dec 08 18:29:01  2014","#AAPL OR @Apple"
"@scarlettsinatra @LunchGod @Naivana_ @apple simple solution http://t.co/TWSWCaXC3j","neutral",0.7315,"Mon Dec 08 18:29:43  2014","#AAPL OR @Apple"
"Typo Launches New iPhone 6 Keyboard, Avoiding Previous BlackBerry Lawsuit [iOS Blog] http://t.co/M431nBVAAX #AAPL","neutral",1,"Mon Dec 08 18:29:57  2014","#AAPL OR @Apple"
"Interesting apps pop up when you search for 'beta' on the @apple App Store","neutral",0.7481,"Mon Dec 08 18:30:30  2014","#AAPL OR @Apple"
"CNBCTV:  Bulls running with #GoPro &amp; #Apple #gpro #aapl  http://t.co/zNj09hU6jb","neutral",1,"Mon Dec 08 18:31:50  2014","#AAPL OR @Apple"
"Our @Apple watch prototype for the male couch potato @smithandbeta @Clorox  @zemanta #digidaydbs http://t.co/ZkzvK5bxAw","neutral",1,"Mon Dec 08 18:32:11  2014","#AAPL OR @Apple"
"CNBCTV:  Citi's #Apple optimism #aapl http://t.co/CGRe961fib","neutral",1,"Mon Dec 08 18:32:56  2014","#AAPL OR @Apple"
"Yeah +1 thing I'm inspired by is Apple of course. So, Apple++. Here is TV ad from 2002: http://t.co/s5MgeHg9bO @apple #tvad","positive",1,"Mon Dec 08 18:33:25  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Kd64HwG6m2","neutral",1,"Mon Dec 08 18:34:30  2014","#AAPL OR @Apple"
"MasterCard debuts new ad spot starring #Apple Pay and Gwen Stefani - http://t.co/GppcWzeTBu #AAPL #GwenStefani","neutral",1,"Mon Dec 08 18:35:46  2014","#AAPL OR @Apple"
"BloombergTV:  #Wozniak: What Really Happened in #SteveJobs' Garage http://t.co/dmNbZukzoz #aapl","neutral",1,"Mon Dec 08 18:36:11  2014","#AAPL OR @Apple"
"Here's why #Apple shares will reach $135: Analyst #aapl http://t.co/KMU1kNQTY0","positive",0.671,"Mon Dec 08 18:40:30  2014","#AAPL OR @Apple"
"@Apple [#Apple] #is developing an #iPhone that fires LASER BEAMS to #map surroundings .... (#Monday, 8 #December) http://t.co/iFTHvj3Xvz","neutral",0.6739,"Mon Dec 08 18:42:37  2014","#AAPL OR @Apple"
"RT @PulsePointBuzz: Our @Apple watch prototype for the male couch potato @smithandbeta @Clorox  @zemanta #digidaydbs http://t.co/ZkzvK5bxAw","neutral",0.6543,"Mon Dec 08 18:45:21  2014","#AAPL OR @Apple"
"RT @AcrossTheBarTV: Our first ever #OnFoodableWeekly! Much to discuss on this episode! @Apple Pay, @habitburger http://t.co/eMFKvWNgIo","neutral",0.6971,"Mon Dec 08 18:49:01  2014","#AAPL OR @Apple"
"Great service at @Apple #BethesdaRow thanks Jenna and Brandon!!!!!!!","positive",1,"Mon Dec 08 18:55:33  2014","#AAPL OR @Apple"
"@Apple conclusion : Best client service ever","positive",1,"Mon Dec 08 18:56:49  2014","#AAPL OR @Apple"
"How many iphone chargers do I need to go through? @Apple make charger durability a point in the new iPhone","negative",1,"Mon Dec 08 18:59:35  2014","#AAPL OR @Apple"
"NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus","negative",1,"Mon Dec 08 18:59:36  2014","#AAPL OR @Apple"
"Tim Cook Shows Off Apple Watch to Chinese Internet Official, Discusses Security Issues $AAPL #aapl
http://t.co/1YgmLj3v9D","neutral",0.6474,"Mon Dec 08 19:01:18  2014","#AAPL OR @Apple"
"Nice1 @Uber... @Apple says these are the best #apps of 2014 http://t.co/HafmqqQdo5 via @Techland","positive",0.5037,"Mon Dec 08 19:06:14  2014","#AAPL OR @Apple"
"Comparison between @apple maps and @google maps: http://t.co/FyzGWVm6NR #longreads #webdesign","neutral",1,"Mon Dec 08 19:10:00  2014","#AAPL OR @Apple"
"yo @Apple , why yall make it so hard to grip the 6?.","negative",1,"Mon Dec 08 19:10:11  2014","#AAPL OR @Apple"
"#Apple Just Patented An Idea That #SteveJobs Would Have Hated #aapl http://t.co/EhK4iZ6t4R http://t.co/bi30fx5pTE","negative",0.7177,"Mon Dec 08 19:13:34  2014","#AAPL OR @Apple"
"@google @facebook @intel @apple Pay your taxes in our country!!! http://t.co/jS4K3jV1sj","negative",0.7525,"Mon Dec 08 19:18:56  2014","#AAPL OR @Apple"
"Apple Watch's high-priced fashion focus on the mark, survey says $AAPL #aapl
http://t.co/1d9CjG42iQ","neutral",1,"Mon Dec 08 19:30:01  2014","#AAPL OR @Apple"
"#AAPL:Apple Returns Cash To Shareholders Because It's Out Of Ideas On How To...http://t.co/AvzNJvSQNq","negative",0.6884,"Mon Dec 08 19:30:03  2014","#AAPL OR @Apple"
"How many of @apple's top apps of 2014 do you have downloaded on your phone? http://t.co/BTOgs1cDGc","neutral",1,"Mon Dec 08 19:31:05  2014","#AAPL OR @Apple"
"#applecare only cares about @Apple beware of false prophetsI mean profits!","negative",0.6894,"Mon Dec 08 19:34:12  2014","#AAPL OR @Apple"
"@granitewinger @Apple 
Beware of anything that includes the word CARE.","negative",0.738,"Mon Dec 08 19:35:12  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/cXx1dFrHTM","neutral",1,"Mon Dec 08 19:46:31  2014","#AAPL OR @Apple"
"I've been talking with @Apple support for almost 2 hours, absolutely no help at all.","negative",0.9231,"Mon Dec 08 19:49:25  2014","#AAPL OR @Apple"
"Why the fuck is there a 'recently deleted' photo album? @Apple","negative",1,"Mon Dec 08 19:54:27  2014","#AAPL OR @Apple"
"Come on #aapl, get your shit together!","negative",0.7376,"Mon Dec 08 19:54:49  2014","#AAPL OR @Apple"
"The 5 best #iPhone games you should play this week http://t.co/SSokhrtlIL via @Techland #aapl","positive",0.4924,"Mon Dec 08 19:56:03  2014","#AAPL OR @Apple"
"RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple","negative",1,"Mon Dec 08 19:56:11  2014","#AAPL OR @Apple"
"Massive mobile tech companies like @apple @xiaomi are excited by wearables and investing 40 million into @misfit

http://t.co/8geAEnRqdH","neutral",0.6774,"Mon Dec 08 19:56:14  2014","#AAPL OR @Apple"
"Massive mobile tech companies like @apple @xiaomi are excited by wearables and investing 40 million into @misfit

http://t.co/PNShe0GZ3y","neutral",0.5153,"Mon Dec 08 19:56:15  2014","#AAPL OR @Apple"
"UK:  Where to buy #iPhone6, iPhone 6 #Plus, iPhone 5S, iPhone 5C, iPhone 5, iPhone 4S http://t.co/N6NZpR1ZUl #aapl","neutral",0.7177,"Mon Dec 08 19:59:09  2014","#AAPL OR @Apple"
"MasterCard Teams up with Gwen Stefani to Promote Apple Pay $AAPL #aapl
http://t.co/EToKp308cW","neutral",1,"Mon Dec 08 20:09:48  2014","#AAPL OR @Apple"
"#Apple #AAPL Plans to Launch #iPhone6Mini Version in 2015 - Dec 8, 2014 - http://t.co/9vQBCn64Qr http://t.co/EAxUGfqKqo via @ZacksResearch","neutral",1,"Mon Dec 08 20:20:23  2014","#AAPL OR @Apple"
"See Which 11 Guru Fund Managers Hold #Apple #aapl http://t.co/7DnMlXMFVh","neutral",1,"Mon Dec 08 20:21:21  2014","#AAPL OR @Apple"
"@Apple stores will host #free #coding workshops for #HourOfCode on 12/11/14 http://t.co/339o5OVY6H Via @TechCrunch @codeorg #computerscience","positive",0.6672,"Mon Dec 08 20:25:06  2014","#AAPL OR @Apple"
"Oh @Apple this is horrible packaging and shipping. #shame http://t.co/JaRpJYJ5Zu","negative",1,"Mon Dec 08 20:29:24  2014","#AAPL OR @Apple"
"Apple Plans to Launch iPhone 6 Mini Version in 2015  $AAPL #aapl
http://t.co/CIvVif64xC","neutral",1,"Mon Dec 08 20:30:00  2014","#AAPL OR @Apple"
"APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/YF5rGxvaWX","neutral",1,"Mon Dec 08 20:36:30  2014","#AAPL OR @Apple"
".@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.","negative",1,"Mon Dec 08 20:36:56  2014","#AAPL OR @Apple"
"Tryng to get back on snapchat but the App Store isn't cooperating @apple","negative",1,"Mon Dec 08 20:38:51  2014","#AAPL OR @Apple"
"Rumor Roundup: A tale of three rumor blogs $AAPL #aapl
http://t.co/67H4rfCIWC","neutral",0.6474,"Mon Dec 08 20:42:14  2014","#AAPL OR @Apple"
"@viticci when is @Dropbox removing photo upload? And are @apple covering refund for those who purchased based on features, that are no more?","negative",0.5919,"Mon Dec 08 20:43:04  2014","#AAPL OR @Apple"
"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET","neutral",1,"Mon Dec 08 20:44:51  2014","#AAPL OR @Apple"
"RT @WillliamLemar: RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple","negative",1,"Mon Dec 08 20:47:00  2014","#AAPL OR @Apple"
"@Apple #iOS8 Notification Center is a pain in the ass: No way to sort, no way to dismiss all notifications, and hitting that [x] on each app","negative",1,"Mon Dec 08 20:47:30  2014","#AAPL OR @Apple"
"iPhone6 fell 2 ft. Screen shattered like it was blown up. @apple wants an additional $109 to fix it. Maybe make a product that lasts?","negative",1,"Mon Dec 08 20:48:55  2014","#AAPL OR @Apple"
"Is Apple a symptom of a tech bubble? Could Apple be overvalued? 700B Reasons for Apple's Valuation: https://t.co/MssFgcQiaF #Apple #AAPL","neutral",1,"Mon Dec 08 20:50:24  2014","#AAPL OR @Apple"
"F u @Apple UR geniuses can suck my ass!","negative",1,"Mon Dec 08 20:53:14  2014","#AAPL OR @Apple"
"@justinbieber @apple get on it","neutral",1,"Mon Dec 08 20:55:10  2014","#AAPL OR @Apple"
"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z","neutral",1,"Mon Dec 08 20:57:48  2014","#AAPL OR @Apple"
"#AAPL:Jim Cramer: Why This Is Not the Tech Bubble We Saw in 2000...http://t.co/Yag6HUnBTa","neutral",1,"Mon Dec 08 21:00:03  2014","#AAPL OR @Apple"
"Apple: Dec 8 Total Trading Daily Profits 2.78/sh  #aapl #Stockaction #trading #Stocks #MKt 
http://t.co/Le2r9f5crg","neutral",1,"Mon Dec 08 21:00:03  2014","#AAPL OR @Apple"
"I hate my phone, I can't use it it's gone completely silent, and if I were to call @apple I would get even less help than I get now.","negative",1,"Mon Dec 08 21:06:40  2014","#AAPL OR @Apple"
"Tim Cook Nominated for TIME's 2014 Person of the Year http://t.co/DUC1WnKodT #AAPL","neutral",0.6722,"Mon Dec 08 21:12:08  2014","#AAPL OR @Apple"
"#Apple TV #Sales Topped by Chromecast: #AAPL Being Pushed Out: #Apple Inc. (AAPL) never made much of a fuss ab... http://t.co/F8iVLaaahw","negative",0.7177,"Mon Dec 08 21:14:47  2014","#AAPL OR @Apple"
"@Apple You should have your old products available to the people at the same economic standing as our current market at this sec. @AppStore","neutral",0.6777,"Mon Dec 08 21:16:02  2014","#AAPL OR @Apple"
"thank you @apple for being such a little troll but putting the option close right above the save tab. LEGENDS","negative",0.5118,"Mon Dec 08 21:16:29  2014","#AAPL OR @Apple"
"RT @IHCFO: Gonna go out on a limb. #Twtr will be this decade's #AAPL.","neutral",1,"Mon Dec 08 21:21:45  2014","#AAPL OR @Apple"
"Apple Inc. price at close, December 08, 2014, is 112.4. #apple #AAPL","neutral",1,"Mon Dec 08 21:22:05  2014","#AAPL OR @Apple"
"APPLE'S TIM COOKE HITS THE NAIL ON THE HEAD http://t.co/96c0F0rfgX @tim_cook @apple #Apple #technews http://t.co/5cbhUAQbrL","positive",0.6643,"Mon Dec 08 21:25:09  2014","#AAPL OR @Apple"
"Monday's Analyst Moves: Apple Inc., Chevron Corporation, Starbucks ... http://t.co/WoLR3QcwBy #AAPL","neutral",1,"Mon Dec 08 21:28:27  2014","#AAPL OR @Apple"
"I love my phone so much thank you based god @apple","positive",1,"Mon Dec 08 21:29:38  2014","#AAPL OR @Apple"
"#AAPL:Here's why Apple shares will reach $135: Analyst...http://t.co/KTqY2USXRh","neutral",1,"Mon Dec 08 21:30:02  2014","#AAPL OR @Apple"
